Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"Discharge of groundwater with degraded water quality can harm ponds, wetlands, and associated ecosystems (e.g., eutrophication). Consideration of the causes and circumstances of water quality conditions is important in the Subbasin because TDS and nitrate concentrations have increased in the basin over the decades, and nonetheless has been used for beneficial purposes, primarily municipal and domestic purposes. Additionally, naturally occurring constituents such as arsenic are high in portions of the Elsinore Valley Subbasin. Sustainable management is about use and management of groundwater without causing undesirable results but does not necessarily include reversing natural undesirable conditions. According to SGMA (§10727.2(b)(4)), a GSP may—but is not required to—address undesirable results that occurred before and have not been corrected by the SGMA benchmark date of January 1, 2015.
&&
The beneficial use of interconnected surface water most likely to be impacted by groundwater pumping is riparian vegetation along Temescal Wash. The Wash traverses three groundwater basins along its 26-mile y mapping efforts around the state (most dating from the early 2000s) (DWR et al. 2020), and 4) TNC’s GDE Pulse on-line mapping tool showing vegetation moisture status based on satellite data (TNC 2020). Inspection of the sequence of Google Earth aerial images for 1994 through 2020 revealed substantial mortality of riparian trees at many locations along the entire length of Temescal Wash from 2014 to 2016 and little recovery by 2018 (the most recent image). As an example, the evolution of vegetation between I-15 and Temescal Canyon Road near Hostettler Road in the Lee Lake MA is illustrated by images from 1994, 2014, 2016, and 2018 in Figure 6.2. In the Subbasin, dense stands of riparian trees were present continuously since 1994, and this was one of the few locations exhibiting mortality during the drought. In the Bedford-Coldwater Subbasin and Temescal Valley Basin, vegetation was relatively sparse in 1994, increased in coverage and density more or less steadily during 1994 through 2013 before suffering the large die-back during the 2014 to 2016 period.
&&
6.7.3 Definition of Undesirable Results
The Sustainability Goal includes an objective to support beneficial uses in the Subbasin. Consistent with that objective, undesirable results of excessive depletion of surface water are:
• Riparian vegetation die-back or mortality during droughts of a magnitude that disrupts ecological functions or causes substantial reductions in populations of riparian-associated species.
6.7.4 Potential Effects on Beneficial Uses and Users
The analysis presented in this section demonstrates that groundwater conditions are currently sustainable with respect to inter-connected surface water and GDEs. There are no users of surface water in the Subbasin and there does not appear to be a correlation between groundwater levels and streamflow. Subbasin outflows appear sufficient to meet the needs of downstream water users. The distribution and health of riparian vegetation does appear to be correlated with groundwater levels, but those levels have recovered since the most recent drought and riparian vegetation is in the process of recovering as well.","Section 6.5, page 6-24 (pdf page 242) &&
Section 6.7.2.4, page 6-38 (pdf page 256) &&
Section 6.7.3/4, page 6-49 (pdf page 267)
6.7.2.3.","1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? ISW, WQ
3. Are impacts to GDEs well analyzed? No

GDEs not mentioned in section on lowering of GW levels; section on water quality rather vague with regard to impact on GDEs; Depletions of interconnected surface water section does discuss riparian vegetation dependent on groundwater.
",
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"The MT for TDS for each MA is defined as the proposed Basin Plan Maximum Benefit Objective for the Elsinore MA of 530 mg/L and the Basin Plan Antidegradation Objective for the Lee Lake and Warm Springs MAs of 820 mg/L.
&&
Despite the significant uncertainties, the following MT is presented as a starting point for maintenance and planned improvement of groundwater quality for the 2042 deadline for sustainability.
The MT for NO3 (as N) for each MA is defined as the proposed Basin Plan objective in the Elsinore MA as 5 mg/L and the Basin Plan objective in the Lee Lake and Warm Springs MAs as the Upper Temescal Valley antidegradation goal of 7.9 mg/L. This MT is presented with full recognition of data gaps and uncertainties, and with commitment incorporated in this GSP to investigate nitrate and salt loading under current conditions (including vertical distribution in shallow zones) and to implement management actions for reduction of nitrate and salt loading without delay. && Other constituents have been documented (see Groundwater Conditions Section 4.8) but occurrences of these are either under regulation by SARWQCB (e.g., MTBE) or are naturally occurring and limited potential for mobilization due to management actions (e.g., arsenic).
The SARWQCB currently regulates arsenic within the region but has not currently set standards for arsenic in the Subbasin. At this time, the GSA does not wish to conflict with the management of the SARWQCB by defining a MT or MO that may end up in conflict with their future standards. EVMWD will work closely with SARWQCB and DWR to determine how to manage this parameter in the future. Continued monitoring of arsenic concentrations are recommended. A study of which portions of the aquifer contain arsenic may give more insight into the impact of management actions on arsenic concentrations. Monitoring and studies may lead to an establishment of a MT or MO in future GSP updates&&&
• The MO for NO3 is defined as maintaining or reducing the average ambient concentration of nitrate to the MT, which is 5 mg/L for the Elsinore MA and 7.9 mg/L for the Lee Lake and Warm Springs MAs.
• The MO for TDS is defined as maintaining or reducing the average ambient concentration of TDS to the MT, which is 530 mg/L for the Elsinore MA and 820 mg/L for the Lee Lake and Warm Springs MAs..
","Section 6.5.6.2, page 6-29 (pdf page 247)
Section 6.5.6.1, page 6-28 (pdf page 246); 
Section 6.5.1 page 6-24 (pdf page 242)
Section 6.5.4.2, Page 6-26
Section 6.5.7.1, Page 6-31","1. Are MT and MO set for COCs? Yes
2. Do they set MT and MO for all COCs? For TDS and Nitrate

Minimum thresholds described for TDS and nitrate, but not for arsenic or other constituents. SARWQCB currently regulates arsenic.",
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"Table 6.3 summarizes current conditions for NO3 expressed a N in mg/L. For the Elsinore MA, with the proposed Basin Plan amendment, the proposed maximum benefit objective for the Elsinore MA is 5 mg/L. Current conditions for the Elsinore MA is based on an average for each MA based on tabulation methods used to calculate Santa Ana Basin Plan compliance. The methodology for tabulating the numbers is fully defined in the report, Recomputation of Ambient Water Quality in the Santa Ana Watershed for the Period 1999 to 2018 (WSC 2020). The baseline data for the Elsinore MA is data complied over the period of 1999 to 2018.
Since the Warm Springs MA has only a single well, the Lee Lake and Warm Springs MAs will be managed as a single unit for purposes of water quality. The Upper Temescal Valley Salt and Nutrient Management Plan (WEI 2017) and related Basin Plan Amendment has defined the maximum benefit objective for nitrate as 7.9 mg/L as N. Current conditions for the Lee Lake and Warm Springs MAs are based on an average for the two MAs and the downstream Bedford portion of the Bedford-Coldwater Subbasin. The baseline data for the Lee Lake and Warm Springs MAs is based on data complied over the period of 2015 to 2017. && 
Given the above definitions, the MTs for TDS in each MA are expressed in Table 6.4. These MTs refer to the numeric MCL and Basin Plan objective, honor the non-degradation policy, and quantify current conditions based on available data. As described in the following section, MOs, the approach is to implement management actions that will maintain or reduce TDS concentrations in the future. && The primary concern of high TDS and nitrate is the impact to environmental conditions that arehigher than the historic or native water quality condition in the Subbasin and could have an impacton water quality in streams and other surface water bodies. High nitrate levels (above 10 mg/L asN) would violate the MCL and would require treatment before use as a potable water source. High TDS levels affect the aesthetic use of the water, such as hardness, scale formation, or bitter tastes. Other constituents, such as arsenic and other contaminants of concern, have either current or potential MCLs, which would limit their use as a potable water supply either now or in the future && Given the above definitions, the MTs for TDS in each MA are expressed in Table 6.4. These MTs refer to the numeric MCL and Basin Plan objective, honor the non-degradation policy, and quantify current conditions based on available data.","Section 6.5.6.1, Page 6-28 (pdf page 246) && Section 6.5.6.2, page 6-29,30 (pdf page 247-48); Page 6-25 && 29/ 6.5.3;","1. Are MT set at MCL level for COCs? Yes
2. Are all MT set at MCL level? Yes, Nitrate and TDS

They don't explicitly mention MCL, however their MT for TDS is set at higher SMCL level, and the MT for NItrate is set lower than MCL level.

",
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"The MTs are based on the proposed water quality objectives in the MAs relative to nitrate and TDS concentrations. The MTs recognizes that groundwater has been and is being used reasonably for the range of beneficial uses. Hence, the MTs are not anticipated to have an adverse impact on current beneficial uses and users. The MTs represent a quantified starting point for protection of groundwater quality and for projects and management actions to improve groundwater quality, consistent with a best management practices approach.
Degraded water quality can impair water supply and affect human health and the environment. Impacts to drinking water supply wells can result in increased sampling and monitoring, increased treatment costs, use of bottled water, and the loss of production wells. As described in Groundwater Conditions sections 4.7 and 4.8, elevated concentrations in drinking water of some constituents, such as nitrate, can adversely affect human health.","Section 6.5.6.5, page 6-30 (pdf page 248)
Section 6.5, page 6-23","1. Do they mention impact of groundwater elevation MT on drinking water users? No
2. Do they mention impact of water quality MT on drinking water users? Yes , very generalized
3. Do they use quantitative data to describe the harm of crossing the MT? No

Better explanation on direct impact of MT on drinking water users is needed. 
",
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT? No

",
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes? No
4. Do they use quantitative data to describe the harm to DACs of crossing the MT? No

",
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Somewhat,"The MT for depletion of interconnected surface water is the amount of depletion that occurs when the depth to water in areas supporting phreatophytic riparian vegetation of greater than 35 ft for a period exceeding one year. This threshold corresponds approximately to the depth to water beneath the creek channel near
water-level monitoring wells during 2014 through 2016. Given the above uncertainty in the relationships between surface flows, groundwater pumping, groundwater levels and the health of riparian vegetation, the MT for interconnected surface water presented here must be considered tentative and subject to revision in future GSP updates. Undesirable results are considered to commence if water levels along more than half of the reach of Temescal Wash within the Subbasin exceed the MT. By this definition, undesirable results did not occur in the Elsinore Valley Subbasin, because vegetation die-back only occurred along about 0.8 mile of Temescal Wash, or about 9 percent of the total length of the Wash in the Subbasin. In contrast, undesirable results did occur in the Bedford-Coldwater Subbasin, where die-back occurred along about 3.9 miles of channel, or about 57 percent of the total length of Temescal Wash in that subbasin. && The MT is expected to protect beneficial uses of surface water for riparian habitat maintenance.","Section 6.7.6, page 6-50 (pdf page 268) && Section 6.7.6.3, page 6-51 (pdf page 269)","1. Do they mention impact of groundwater elevation MT on GDEs? No
2. Do they mention impact of ISW MT on GDEs? Yes
3. Do they use quantitative data to describe the harm of crossing each of the MT? No

Riparian vegetation is considered in MT of interconected surface water but no other MTs discuss environmental beneficial users. We recommend that the GSP provides more information on how the MTs will impact environmental beneficial users of surface water.

",
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No," MOs are defined in this GSP using the same metrics and monitoring data as used to define MTs and are established to maintain or improve groundwater quality. Given the significant uncertainties presented by legacy loading and by data limitations, a reasonable margin of safety includes the possibility of “negative” monitoring results while positive progress is being made.
• The MO for NO3 is defined as maintaining or reducing the average ambient concentration of nitrate to the MT, which is 5 mg/L for the Elsinore MA and 7.9 mg/L for the Lee Lake and Warm Springs MAs.
• The MO for TDS is defined as maintaining or reducing the average ambient concentration of TDS to the MT, which is 530 mg/L for the Elsinore MA and 820 mg/L for the Lee Lake and Warm Springs MAs.
MOs will be evaluated in increments of five years and the numeric values will be presented with comparison to the Current Conditions. This comparison will be discussed in the ",Page 6-31 / 6.5.7,"1. Does the GSP mention Drinking Water Users for water quality MO? No They have set MO for NItrate and TDS but no mention of drinking water users.
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? No
 
",
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs? No

",
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",No,,,"1. Does the GSP mention Tribes for ISW MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for ISW MO? No
4. Do they justify/evaluate the MOs based on Tribal water needs? No

",
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",Somewhat,"The MO for interconnected surface water is an amount of depletion that is less than the amount specified as the MT. Given the weak correlation between groundwater levels and vegetation health, no specific rise in shallow groundwater levels or increase in stream flow is identified as providing a preferred set of GDE conditions.Groundwater conditions with respect to interconnected surface water and most GDE parameters are already sustainable. Therefore, no interim milestones are needed to achieve sustainability at this time.",Section 6.7.7 / Page 6-52,"1. Does the GSP mention GDEs for ISW MO? Yes, Very Vague
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs? No

Riparian vegeation is not considered in MOs other than interconnected surface water. The GSP sets the ISW MO to less than the MT (depth to water in GDE supporting area is greater than 35 ft for a period exceeding 1 year). This is vague and the GSP seems to state that no interim milestones are needed and the system is already sustainable but signifiant data gaps exist. The GSA should include a more detailed analysis of the MOs and GDEs and discuss how the data gaps influence the understanding of MO impacts.
",
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"Groundwater and surface water quality monitoring and reporting programs are conducted by EVMWD as well as various public agencies and programs; program details are summarized in Table 7.2. These programs are discussed in more detail in Sections 2.5.3, 2.5.5, 2.6, and 4.4. In general, there is an extensive network of basin wide and regional water quality monitoring and reporting programs in the GSP Area. Wells monitored for water quality are shown on Figure 4.10. && Table 7.8 summarizes the number of wells sampled for the COCs during the current conditions period as defined in this GSP and is adapted from Table 6.2 from Chapter 6. There are a large number of wells in the Elsinore MA (16 wells), but relatively few in the Lee Lake MA (8 wells), and only two in the Warm Springs MA. The two new monitoring wells constructed as part of this GSP (one in Lee Lake MA and one in Warm Springs MA) could serve to fill data gaps in groundwater quality.","Section 7.1.2, page 7-2 (pdf page 274) && 7.4.3, page 7-13 (pdf page 285)

figure 4.10","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) 
2. How many WQ RMS were we able to map? (all, some, none) 
3. Of those mapped, was there a well within 1 mile of DACs? 
4.Of those mapped, was there a well within 1 mile of Tribes? 
5. Of those mapped, was there a well within 1 mile of domestic wells?

Figure 4.10 shows water quality monitoring wells in the basin. Table 7.2 on page 7-2 describes the parameters measured in each monitoring program (TDS, nitrate, arsenic, COCs, etc). Table 7.8 presents the number of wells in each MA that measures each contsituents of concern. While there is a significant number of monitoring wells, there are no maps of DACs or domestic wells to compare this to. The GSP needs to provide more detail on how RMS does/will represent DACs and domestic users. 

Generally good coverage, lack of coverage in DAC block group on east side of the basin where DAC block group is located ",
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,"Table 7.1 presents a summary of existing groundwater level monitoring in the GSP Area. EVMWD is a DWR-accepted monitoring entity for the CASGEM program in the Elsinore Valley Subbasin (EVMWD, 2014). Established in 2009, DWR uses the CASGEM program to track seasonal and long-term groundwater elevation trends in groundwater basins statewide in collaboration with  local monitoring entities. Water levels have been compiled on the CASGEM website from 181 different wells in the Elsinore Valley Subbasin, with records dating back to the early 1950s. However, 106 of these wells were part of a USGS study that only collected monitoring data one time in Spring 1968. EVMWD has monitored water levels in 39 wells over the last 20 years, as discussed in Sections 2.5 and 4.1. There are 60 wells in and around the Subbasin within the DWR CASGEM database (inclusive of EVMWD wells) with more than three groundwater level measurements in the last ten years. && The representative groundwater monitoring well network for each MA is shown on Figure 7.1 and summarized in Table 7.6. The network consists of 27 key wells (designated in Chapter 6 as Key Wells). Key wells include two new monitoring wells drilled in the Lee Lake and Warm Springs MAs as part of this GSP effort. Selection of key wells is described in Section 6.2.5.1 and was based on review of hydrographs from all currently monitored wells followed by selection of wells that have long, reliable, and recent records of groundwater level monitoring, that represent local or regional trends, and that together provide a broad geographic distribution for each MA and the Subbasin as a whole. In addition, the distribution of these key wells was reviewed with respect to the density of wells across the Subbasin. MTs and MOs have been selected for these key wells, as described in  sustainability indicator. EVMWD is the monitoring entity for wells in the representative monitoring network listed in Table 7.6. This table shows well types and construction information, where available. As shown, many of the wells in the representative monitoring network are production wells.","Section 7.1.1, page 7-1 (pdf page 273) && 7.4.1, page 7-8 (pdf page 280


figure 7.1, table 7.1","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described)
2. How many Elevation RMS were we able to map? (all, some, none)
3. Of those mapped, was there a well within 1 mile of DACs?
4.Of those mapped, was there a well within 1 mile of Tribes?
5. Of those mapped, was there a well within 1 mile of domestic wells?

Table 7.1 presents all groundwater level monitoring in the GSP area and table 7.6 presents the representative groundwater monitoring well network specifically for this plan. While there is a significant number of monitoring wells, there are no maps of DACs or domestic wells to compare this to. The GSP needs to provide more detail on how RMS will represent DACs/domestic users.

Generally good coverage of elevation monitoring, there is a lack of key wells in the warm springs area that is mostly considered an SDAC block group",
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Somewhat,"Management actions that will be implemented for first 5-year implementation period: • Install shallow piezometers at several locations along Temescal Wash that have dense riparian vegetation, including at least one that suffered die-back during 2014 through 2016, one that did not, and one near a production well. Permission to access land along Temescal Wash will need to be acquired prior to installation. Monitor water levels on the same schedule as for the existing monitored wells. • Survey the elevation difference between the wellhead of monitored wells along Temescal Wash and the bottom of the creek channel at the nearest point on Temescal Wash. • Obtain older aerial photographs to evaluate riparian vegetation conditions pre-1990, and as close to the pre-development period as possible. Use those to evaluate vegetation trends under additional combinations of groundwater pumping, water levels and wastewater discharges. 

&& Data gaps for monitoring GDEs are described in Section 6.7.8 and summarized herein. Shallow monitoring wells are needed in riparian areas to provide accurate groundwater table information and elucidate the relationship between deep water levels and vegetation conditions. A monitoring improvement for this GSP would be to install shallow monitoring wells at several riparian locations in the Subbasin, as budget permits. Over time, MT groundwater elevations for the new shallow wells can be defined based on the monitored data and the relationship to deep water levels.","Section 6.7.8.1, page 6-52 (pdf page 270)  && Section 7.7.1.4, page 7-22 (pdf page 294)","1. Is there a plan to fill shallow groundwater wells in the monitoring network section? Somewhat - In section 6.7.8 the GSP makes it clear that data gaps exist and shallow groundwater monitoring is needed to prove a connection between surface and groundwater and GDEs. The GSP states in chapter 6 that management actions will be implemented. This is contradicted in chapter 7 when the data gaps were addressed in section 7.7 - Potential Network Improvements. Here, the management actions are hypothetical and not real plans.
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? No
",
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",No,,,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? No",
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,"8.2.2 Manage Groundwater Pumping in Elsinore Management Area with In-lieu Recharge Due to Conjunctive Use Agreements In-lieu recharge is the utilization of water sources, such as surface water or recycled water, to offset or allow for sustainable groundwater pumping. EVMWD has been practicing in-lieu recharge since 2016 by extracting higher quantities of groundwater in dry years and purchasing imported water in-lieu of extracting groundwater during wet years, to allow the basin to replenish. In-lieu recharge is a common component of conjunctive use agreements, which set forth projects the promote the coordinated use of surface and groundwater sources.",Section 8.2.2 / Page 8-2,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment? No
3. Are the projects new, on-going or proposed? Ongoing
4. Are the projects implemented by the GSP or others? EVMWD, MWDSC, WMWD
5. If others, is the GSP coordinating with the others in implementation? Not clearly stated

They also have another recharge project that ""might be considered in the future""",
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,,,"If yes to projects:
1. Are the projects new, on-going or proposed? 
2. Are the projects implemented by the GSP or others?
3. If others, is the GSP coordinating with the others in implementation?
",
WQ,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","beneficial users, environment, GDE, DAC, trib*",No,"8.3.1 Begin Groundwater Pumping in Lee Lake Management Area for Municipal Use
8.3.1.7 Expected Benefits
This project is expected to stabilize groundwater levels throughout the basin by adding flexibility for municipal pump locations. The added wells will increase yield to the region, as the Lee Lake MA is currently underutilized. In addition, an existing imported water pipe is located on Temescal Canyon Road, immediately adjacent to the future well site, so the treated water extracted from the wells will be easily piped to the distribution system.
&&
8.3.3 Recycled Water IPR Project
8.3.3.7 Expected Benefits
Expected project benefits include increased groundwater levels, salinity management, drought tolerance, and reduced dependency on imported water. Increased Groundwater Levels: At the end of Phase 2, the project is expected to supply 6,750 AFY of IPR water to the groundwater basin at five different locations. This will help mitigate decreasing groundwater levels, particularly in the Elsinore Hydrologic Area (Kennedy/Jenks Consultants 2017).
Salinity Management: The anti-degradation water quality objectives for TDS objectives for the District’s groundwater quality is 480 mg/L. The existing TDS levels have been slightly elevated. The IPR project utilizes advanced treatment to remove TDS and inject this product water into the basin, providing a direct reduction effect on TDS and nitrogen (Kennedy/Jenks Consultants 2017).
Drought Tolerance: The product water source for this project is wastewater generated within the District’s service area. This source is generally not affected by drought conditions (indoor uses remaining relatively constant) and is also projected to grow due to anticipated population increase within the District.
Reduced Dependency on Imported Water: This project reduced the need to receive imported water, thus diversifying the District’s supply portfolio.
&&
8.3.4 Septic Tank Conversions
8.3.4.7 Expected Benefits
This project is expected to improve groundwater quality throughout the basin. Without this project, it is projected that 183 tons of nitrate reach the Subbasin annually, and this project would remove that nitrate from entering the groundwater basin (Kennedy/Jenks Consultants 2013).

","Section 8.3.1.7, page 8-7 (pdf page 303)
Section 8.3.3.7, page 8-18 (pdf page 314)
Section 8.3.4.7, page 8-21 (pdf page 317)","""1. Do they identify explicity beneficial users? Yes
2. Do they describe the impact or benefit to the users identified? Yes
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which?  They mention municipal users, They have other projects which vaguely talks about impact and benefit to domestic users.
4. Are the projects proposed, ongoing?  Drilling will start in summer 2021, and final design will be summer of 2022
5. Are the projects implemented by GSA or others? EVWMD


While the benifits of the project and management actions are described, direct impacts to beneficial users is not included (domestic, DAC, environmental, etc). The GSP should include a clear description of how PMAs will influence/impact the key beneficial users in the basin beyond the broad language that is currently used.
",
