Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"The future projected water budget contains all of the same components as the historical water budget; for a description of those terms, see Section 2.2.3.

The two outflows in the historic water budget component are evapotranspiration (from L) and subsurface outflow (from GW): 
 • Evapotranspiration: Evapotranspiration is the consumptive water use in the Basin, from crops and from natural vegetation (from L). Evapotranspiration loses water in the Basin to the atmosphere. 
 • Subsurface Outflow: Subsurface outflow from the Basin within the larger regional volcanic aquifer system is dominantly to the East and Northeast. Additionally there is some subsurface outflow to the North through less permeable tertiary volcanics. Volcanics of the Western Cascades to the Northwest are of very low permeability and prevent draining of the Basin toward the Klamath River near Rock Creek.","124 / 2.2.4
121 / 2.2.3.2","Appendix 2-D not published on website at time of review, which should have provided the actual numbers of the water budget. Not included in Chapter 2 though the climate scenarios were described.",
Lauren,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"The future projected water budget contains all of the same components as the historical water budget; for a description of those terms, see Section 2.2.3.

All other fluxes depicted in the two subsystem water budgets of the Basin are flows between the land/soil subsystem and the groundwater system: 
 • Recharge (from L to GW): Recharge from the land surface occurs primarily in winter months when there are larger amounts of precipitation and limited evapotranspiration. This results in excess water in the soil zone leading to deep percolation. Surface runoff and irrigation return flows are small and are also considered to become groundwater recharge, since the Basin has no surface drainage.
 • Groundwater Pumping for Applied Water (from GW to L): Groundwater pumping is the only applied water for irrigation in the Basin. Groundwater pumping is limited to the spring and  summer, from April to September, when recharge is nearly negligible. We note that, as described above, the relatively small amounts of surface water irrigation are effectively simulated as (creek) recharge outside the Basin boundary and groundwater pumping within the Basin  boundary.","124 / 2.2.4
122 / 2.2.3.2","1. Is the water budget made with a numerical model or spreadsheet model?
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change?

Appendix 2-D not published on website at time of review, which should have provided the actual numbers of the water budget. Not included in Chapter 2 though the climate scenarios were described.",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,,,,
Lauren,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,"For Butte Valley, the current sustainable yield is equal to the ten-year average groundwater pumping over the past ten years of 83 thousand acre-feet per year minus any future reduction in groundwater pumping resulting from the implementation of project and management actions  (see Chapter 4) to avoid undesirable results and exceeding the minimum threshold and measurable objectives for the interconnected surface water indicator and for the water level indicator. Since these reductions in groundwater pumping will vary over time and will be a function of the PMAs that will be implemented, the sustainable yield will vary over time as new PMAs are  added. Similarly, some future PMAs (not currently identified in chapter 4) may include schemes that may target a quantifiable, perhaps seasonal increase in groundwater pumping (recharge specifically for groundwater pumping, surface water leases to offset groundwater  pumping), which then leads to a commensurate increase in the sustainable yield when such PMAs are implemented.

The Sustainable Groundwater Management Act explicitly makes the sustainable yield a function of long-term conditions and of the conditions causing undesirable results. The sustainable yield in Butte Valley is not equal to the historic 1989 - 2018 average groundwater pumping, although those conditions have not resulted in overdraft. To the degree that future climate conditions require improvements, future groundwater pumping may need to be reduced. However, the amount of pumping reductions needed will vary by the type of project and management actions and the spatial extent of implementation, were any needed. For every implementation of a PMA resulting in the reduction in groundwater pumping, including some conservation easements, there is a commensurate downward adjustment in sustainable yield. The exact amount of that adjustment varies over time and will depend on the future portfolio of PMAs implemented (see chapters 3 and 4). Without the automatic adjustment of the sustainable yield to future agreed-upon reductions in groundwater pumping, other water users in the Basin may claim that the reduction in groundwater pumping, e.g., for in lieu recharge, makes groundwater available for pumping elsewhere or at other times, up to the (constant) limit of the sustainable yield. This must be avoided to successfully manage the basin.",126 / 2.2.5,No sustainable yield is provided. Claims it is not a constant number and will be based on PMAs.,
Sara,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"• Excessive number of domestic, public, or agricultural wells going dry, • Excessive reduction in the pumping capacity of existing wells, • Excessive increase in pumping costs due to greater lift,  • Excessive need for deeper well installations or lowering of pumps, Excessive financial burden from the above undesirable results &&& Municipal Drinking Water Users - Undesirable results due to declining groundwater levels can adversely affect current and projected municipal users, causing increased costs for potable water supplies. • Rural and/or Agricultural Residential Drinking Water Users - Falling groundwater levels can cause shallow domestic and stock wells to go dry, which may require well owners to drill deeper wells. The minimum threshold is expected to cause as much as 15%well outages. Additionally, the lowering of the water table may lead to decreased groundwater quality drinking water wells.&&& Concerns over potential or actual non-attainment of the beneficial uses designated for groundwater in the Basin are and will continue to be related to certain constituents measured at elevated or increasing concentrations, and the potential local or regional effects that degraded water quality have on such beneficial uses.&&& Municipal DrinkingWater Users - Under California law, agencies that provide drinking water are required to routinely sample groundwater from their wells and compare the results to state and federal drinking water standards for individual chemicals. Groundwater quality that does not meet state drinking water standards may render the water unusable or may cause increased costs for treatment. For one municipal supplier in the Basin, shallow impacted wells forced the city to develop a new supply well to access deep unaffected groundwater (Bray & Associates 2015).
 • Rural and/or Agricultural Residential Drinking Water Users - Residential structures not located within the service areas of the local municipal water agency will typically have private domestic groundwater wells. Such wells may not be monitored routinely and groundwater quality fromthose wellsmay be unknown unless the landowner has initiated testing and shared the data with other entities. Degraded water quality in such wells can lead to rural residential use of groundwater that does not meet potable water standards and results in the need for installation of new or modified domestic wells and/or well-head treatment that will provide groundwater of acceptable quality. 
 Land use activities that may lead to undesirable groundwater quality include industrial contamination, pesticides, sewage, animal waste, and other wastewaters, and natural causes. Industrial application of wood preservatives can elevate arsenic. Fertilizers and other agricultural activities can elevate analytes such as nitrate and specific conductivity. Wastewater and animal waste can  elevate nitrate, and specific conductivity. The GSA cannot control and is not responsible for natural causes of groundwater contamination but is responsible for how project and management actions  may impact groundwater quality (e.g., through mobilization of naturally occurring contaminants). Natural causes (e.g., local geology and soils) can elevate analytes such as arsenic and specific  conductivity. For further detail, see Section 2.2.2.3.","Pg 21 / 3.4.1.1.
Pg 35 / 3.4.1.5
Pg 46 / 3.4.3.5
Pg 39 / 3.4.3.1","1. Do they mention Drinking water users for UR? Yes
2. Which URs mention Drinking Water Users? Yes
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) (somewhat)
4. Are all impacts of all COCs described?"" No

GW elevation: increase cost for drinking water users and drilling deeper wells. They do consider undesirable results for drinking water users but explicitly mentioning any of COC's, they slightly mention NItrate and Arsenic. Also, they mention :""To avoid undesirable outcomes to the first three beneficial user groups, to the degree they occur at water levels above the minimum threshold, the GSA will develop a well replacement program (Chapter 4). To avoid undesirable outcomes to the fourth group of beneficial uses, the GSA will expand upon""",
Martha/Sara,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs? 
3. Are impacts to DACs well analyzed?

Although the consider beneficial users but no explicit mention of DAC in the whole chapter.",
Martha/Sara,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,"Due to limited surface water resources in the Basin, groundwater has an important role in supporting beneficial uses including agriculture (a significant part of the local economy), domestic use and municipal water supply. Groundwater is also an important component of streamflow and its water quality benefits instream environmental resources and wildlife. These beneficial uses, among others, are protected by the NCRWQCB through the water quality objectives adopted in the Basin Plan. The Basin Plan defines the existing beneficial uses of groundwater in the Basin: Municipal and Domestic Supply (MUN), Agricultural Supply (AGR), Industrial Service Supply (IND), and Native American Culture (CUL). Potential beneficial uses include Industrial Process Supply (PRO) and Aquaculture (AQUA).",Page 39 / 3.4.3.1,"1. Do they mention Tribes for UR? Somewhat, They just mention Native Americans as beneficial users, no other in depth evaluation
2. Which URs mention Tribes? No
3. Are impacts to Tribes well analyzed? No

They do mention Native Americans as beneficial users which are protected by the NCRWQCB, which has been mentioned only in WQ section",
Becky/Sara,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"• Environmental Uses - Deep groundwater levels may result in significant and unreasonable  reduction of groundwater flow toward streams and groundwater dependent ecosystems. This would adversely affect their ecological habitats and resident species. Currently, the location would adversely affect their ecological habitats and resident species. Currently, the location of groundwater-dependent ecosystems is a data gap. &&& Environmental Uses - Poor quality groundwater may result in migration of contaminants which could impact groundwater dependent ecosystems or instream environments, and their resident species, to which groundwater contributes.","pg 34 / 3.4.1.5
pg 46 / 3.4.3.6","1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? GW quality and GW elevation
3. Are impacts to GDEs well analyzed? No, They have data gaps regarding GDE, more in depth evaluation and study is needed

They consider impacts on GDE on WQ and groundwater Elevation section. No Depletion of Interconnected Surface Waters section is available. Although the set undesirable resualts for GDE but the location of GDE is part of their data gap. they have considered UR for groundwater elevation. A better assessment is needed, a lot of data gaps.",
Sara,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"Sustainability management criteria (SMCs) will be defined for a select group of constituents: arsenic, nitrate, and specific conductivity. 1,2 Dibromoethane (ethylene dibromide; EDB) and benzene are already being monitored and managed by the Regional Board through the Leaking Underground Storage Tank (LUST) program. Boron is naturally occurring. As such, SMC for EDB, benzene and boron are not needed. An SMC is defined for arsenic because while it can be naturally occurring, there is arsenic contamination near Dorris from an unknown historical industrial source. Due to the localized contamination, arsenic SMCs are only defined for wells near Dorris. The GSA will monitor the naturally occurring constituents to track any possible mobilization of elevated concentrations.&&& Maximum thresholds for groundwater quality in the Basin were defined using existing groundwater quality data, beneficial uses of groundwater in the basin, existing regulations, including water quality objectives under the Basin Plan, Title 22 Primary MCLs, and Secondary MCLs, and consultation with the GSA advisory committee and stakeholders (see Section 2.2.2.3.). Resulting from this process, SMCs were developed for three constituents of concern in the Basin: arsenic, nitrate, and specific conductivity. Although 1,2 Dibromoethane (ethylene dibromide; EDB) and benzene are identified as a potential constituent of concern in Section 2.2.2.3, no SMC is defined for either constituent as current 1,2 Dibromoethane (ethylene dibromide; EDB) and benzene data are associated with leaking underground storage tanks (LUST) where the source is known and monitoring and remediation are in progress. These sites will be taken into consideration with projects and management actions undertaken by the GSA, as applicable. Boron does not have an SMC because it is naturally occurring.&&&  Specifically, for these COCs, the measurable objective is to maintain groundwater quality at a minimum of 75% of wells monitored for water quality within the range of the water quality levels measured over the past 30 years (1990-2020). In addition, no significant increasing long-term trends should be observed in levels of constituents of concern.
","Page 37 / 3.4.3
Table 1.6
Page 40 / 3.4.3.2
Page 42 / 3.4.3.3
Figure 1.10","1. Are MT and MO set for COCs? Yes 
2. Do they set MT and MO for all COCs? No, (Not for naturally occuring ones)

They haven't consider MT for naturally occuring Constituents/contaminants. They have considered MT for NItrate, Specific Conductivity and Arsenic. As for MO:  is to maintain groundwater quality at a minimum of 75% of wells monitored for water quality within the range of the water quality levels measured over the past 30 years ",
Sara ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"The historical and current groundwater quality data used in the effort to establish groundwater quality maximum thresholds are discussed in Section 2.2.2.3. Based on a review of these data, applicable water quality regulations, Basin water quality needs, and information from stakeholders, the GSA reached a determination that the state drinking water standards (MCLs and WQOs) are appropriate to define maximum thresholds for groundwater quality. These maximum thresholds are summarized in Table 1.6. The established maximum thresholds for groundwater quality protect and maintain groundwater quality for existing or potential beneficial uses and users. For most analytes, the maximum thresholds align with the state standards listed in Title 22 of the California Code Regulations (CCR), which lists the state regulations for drinking water.","Table 1.6
Page 47 / 3.4.3.7","1. Are MT set at MCL level for COCs? Yes
2. Are all MT set at MCL level? Somewhat (they haven't set MT at MCL for naturally occuring constitutes.

They haven't consider MT for naturally occuring Constituents/contaminants. However for the rest  NItrate, Specific Cnductivity and Arsenic it has been set to MCL level.",
Sara,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",No,"Maximum thresholds align with applicable water quality regulations. Groundwater regulatory thresholds are defined by federal and state drinking water standards and Basin Plan water quality objectives. Due to emphasis on local governance, Basin Plan water quality objectives are considered in addition to state or federal drinking water standards. The Basin Plan may set more stringent standards to address local water quality issues or set separate less stringent water standards depending on the beneficial uses (e.g., for agricultural irrigation and stock watering vs. drinking water). With the current Basin Plan, the Butte Valley groundwater aquifer is designated with the beneficial use Municipal and Domestic Supply (MUN) but use of irrigation wells can be managed so that the Basin Plan groundwater water quality objectives are not applicable. If irrigation occurs at agronomic rates (tracked by the user) the irrigation water is only enough for the crops and will not reach the underlying groundwater to cause or contribute to a water quality problem. Then water quality is only evaluated based on values that are harmful to the crop being irrigated.",Page 38 / 3.4.3.1,"1. Do they mention impact of groundwater elevation MT on drinking water users? Very lightly they just mention drinking water users
2. Do they mention impact of water quality MT on drinking water users? No
3. Do they use quantitative data to describe the harm of crossing the MT? No",
Martha/Sara,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?

""Although the consider beneficial users but no explicit mention of DAC in the whole chapter.",
Martha/Sara,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes? No
4. Do they use quantitative data to describe the harm to DACs of crossing the MT?

Although the consider beneficial users but no explicit mention of DAC in the whole chapter.",
Becky/Sara,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",No,,,"1. Do they mention impact of groundwater elevation MT on GDEs? No
2. Do they mention impact of ISW MT on GDEs? No
3. Do they use quantitative data to describe the harm of crossing each of the MT? No

",
Sara,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,,,"1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? No

NO direct mention of drinking water users on Measurable objectives",
Martha/Sara,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs?

",
Martha/Sara,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",No,,,"1. Does the GSP mention Tribes for ISW MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for ISW MO? No
4. Do they justify/evaluate the MOs based on Tribal water needs?

",
Becky/Sara,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs? No

GDE is part of their data gaps and they fail to address it

",
Meagan,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,,"Page 15 Figure 1.3 / Chapter 3
&&
Page 19 Figure 1.4  / Chapter 3
","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) Listed by well name and mapped
2. How many WQ RMS were we able to map? (all, some, none) None
3. Of those mapped, was there a well within 1 mile of DACs? Unable to map, but entire basin is an SDAC block group, there is no water quality moniotirng for the town of Dorris based on figure 1.3 town of macdoel lacks both water quality and elevation monitoring based on a one mile buffer instead of the 25 mile buffer they used
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes, however there are areas in the basin that lack domestic well monitoring for WQ such as near the town of Dorris

7 wells in the monitoring network, most are located near dense populations, the entire basin area is considered an SDAC block group. There is no water quality monitoring near the town of Dorris",
Meagan,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,,Page 15 Figure 1.3 / Chapter 3,"1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) CASGEM
2. How many Elevation RMS were we able to map? (all, some, none) some
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

Elevation monitoring is decent overall in the basin, Based on a one mile buffer the town of Macdoel lacks monitoring",
Becky,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Somewhat,"The very small number of monitoring wells near surface water bodies, including Meiss Lake, Butte Creek, Prather Creek, Ikes, Harris, and Muskgrave Creeks, and various springs leaves significant uncertainty about the hydraulic gradients between the groundwater aquifer and surface water features in the Basin. Based on current knowledge and groundwater depths in nearby wells, these surface water bodies are either losing streams or disconnected from groundwater, in some cases possibly sustained via perched aquifers (see Section 2.2.2.6). Expanding the network to include representative wells adjacent to key surface water bodies would close data gaps regarding the connection of surface water to the groundwater aquifer in the Basin. Water levelmeasurements near potential groundwater dependent ecosystems (GDEs) in the Basin are also lacking. The potential GDEs in Butte Valley are relatively small and exist on the Valley edges and areas not covered by the current network The connection of these potential GDEs to the Basin aquifer and therefore their GDE status is a major data gap (see Section 2.2.2.7). As the existing monitoring network has data gaps in several key areas of the Basin, an expansion of the network is required to adequately characterize and monitor groundwater levels in the Basin. Data gaps exist in spatial coverage, well information and representation of all land uses an beneficial uses and users in the Basin. Expansion of the network will be informed by the process outlined in Section 3.3.1.1. The current biannual monitoring schedules are sufficient to evaluate seasonal trends, though installation of data loggers could produce monthly or daily data that could be valuable in the evaluation of some projects and management action pilots. An assessment and expansion of the monitoring network is planned within the first five years of GSP implementation, and repeated evaluations of the network will occur on a five-year basis.",Page 14 / 3.3.1.2,"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? Somewhat - mention that monitoring network around GDEs and iSWs will be assessed within first five years of GSP implementation. Only a potential plan in place
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? No PMAs
",
Becky,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",Yes,"Use of satellite images, twice per year, to evaluate status of groundwater dependent ecosystems",Page 29 / 4.4,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? Yes - Remotely sensed satellite images will be collected twice a year, but no more infomation about NDVI or biological monitoring.",Changed from somewhat to yes since GDEs will be monitored with remote sensing twice per year
Sara,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",Somewhat,"Kegg Meadow Enhancement and Butte Creek Channel Restoration: This project is an example of wetland reconstruction and groundwater recharge using Butte Creek surface waters. The location of the project is outside the Basin along Butte Creek between Mt Hebron and Orr Mountain. The project returns streamflow to the original Butte Creek channel to rewet Kegg Meadow, restore riparian habitat, and locally raise groundwater levels. Kegg Meadow was damaged by channel diversion of Butte Creek to new stream channels in the 1930s. construction returned streamflow to 2,000 ft of historical channel and 1,400 of prior channel was abandoned and converted into a permanent wetland feature. Willow cuttings were planted along the rewetted historic channel to increase habitat and utilize the raised groundwater levels. Construction was completed in 2013. (Aug 23, 2013 Letter to NCRWQCB, “KNF Kegg Meadow Wetlands Restoration Project Inspection”, Bell & Harrington 2011 - “Kegg Meadow Groundwater Study”)",Page 13 / 4.2,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment? Yes
3. Are the projects new, on-going or proposed? Ongoing
4. Are the projects implemented by the GSP or others? Lead Agency: USFS
5. If others, is the GSP coordinating with the others in implementation? Not mentioned
",
