Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",No,,,"1. Does the GSP mention Tribes for ISW MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for GW quality? No
4. Do they justify/evaluate the MOs based on Tribal water needs?

",
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs?

",
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,,,"1. How were WQ RMS listed? (CASGEM ID, lat/long, described) lat/long
2. How many WQ RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

Decent coverage of drinking water and DACs/SDACs however they miss an entire DAC block group in the top left of their basin and part of the SDAC block group. Top area of the basin lacks monitoring in general. ",
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,,,"1. How were Elevation RMS listed? (CASGEM ID, lat/long, described)lat/long
2. How many Elevation RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

Good coverage of monitoring, however they miss an entire DAC block group in the upper left of their basin. This top area  area lacks monitoring in general. ",
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",No,"As was described in Section 3.2.5 and 4.9 of this GSP, the depletions of interconnected surface water sustainability criterion was determined to be not applicable to Mound Basin. Therefore, a monitoring network for depletions of interconnected surface water is not required.",Page 176 / 5.8,"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? no
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no",
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",No,,,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? no",
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,,,"1. Are there projects that involve groundwater recharge? No
2. Do those projects list explicit benefits to the environment? No
3. Are the projects new, on-going or proposed? No
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?
",
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,"Some of the management strategies listed in the IRWMP that could potentially affect water-resources management by the MBGSA include the following:
Practice Resources Stewardship: Provides definitions for, and summarizes benefits of, the following activities: agricultural lands stewardship, ecosystem restoration, forest management, land use planning and management, sediment management, and watershed management.","Pg 10, 2.2.2.2","If yes to projects:
1. Are the projects new, on-going or proposed?
2. Are the projects implemented by the GSP or others? 
3. If others, is the GSP coordinating with the others in implementation?

Ecosystem restoration is part of resource management strategies of Integrated Regional Water Management Plan
",
WQ,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","beneficial users, environment, GDE, DAC, trib*",No,The Seawater Intrusion Contingency Plan and Additional Shoreline Monitoring Well Project will benefit beneficial users and property interests in the Basin by providing early warning of unexpected seawater intrusion and ensuring pre-planned measures are in place to address it before undesirable results could occur. && The Land Subsidence Contingency Plan will benefit beneficial users and property interests in the Basin by providing early warning of groundwater levels declines that could lead to potential land subsidence in the Coastal Area and by ensuring pre-planned measures are to address it before undesirable results could occur.&& The Groundwater Quality Protection Measures management action will benefit beneficial users and property interests in the Basin by protecting groundwater quality from degradation.,Page 184 / 6.3.6 && Page 187 / 6.4.6 && Page 190 / 6.5.6,"""1. Do they identify explicity beneficial users?  No
2. Do they describe the impact or benefit to the users identified? No
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? No
4. Are the projects proposed, ongoing?
5. Are the projects implemented by GSA or others?
""
1. Do those projects list explicit benefits to GDEs, drinking water users, tribes, DACs? No
2. Are the projects new, on-going or proposed? This project is already underway and will be completed prior to the first five-year GSP assessment.
3. Are the projects implemented by the GSP or others? MBGSA and DWR Technical support service program
4. If others, is the GSP coordinating with the others in implementation?

The GSP mentions ""benefical users"" when describing the benefits/impacts of 3 project and management plans (Seawater Intusion Contigency Plan, Land Subsidence Contigency Plan, and Groundwater Quality Protection Measures) but does not give any detail about direct impacts on DACs, drinking water users, tribes, or GDEs. 
",
Stakeholder & WQ,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,,,"1. Are there projects that involve groundwater recharge? No
2. Do those projects list explicit benefits to DACs? No
3. Are the projects new, on-going and proposed?
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?
",
WQ,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,"The GSP Emergency Regulations specifically require the inclusion of projects or management actions to address the following:
• Overdraft (§354.44(b)(2)): A description of the projects or management actions, including a quantification of demand reduction or other methods, for the mitigation of overdraft, if and overdraft condition is identified through the analysis required by Section 354.18.
• Drought Offset Measures §354.44(b)(9): A description of the management of groundwater extractions and recharge to ensure that chronic lowering of groundwater levels or depletion of supply during periods of drought is offset by increases in groundwater levels or storage during other periods.
As described in earlier sections, the 50-year modeling projections developed for the water budget suggest that the measurable objectives for the applicable sustainability indicators will be met without the need for overdraft mitigation or drought offset measures. However, several management actions are included to respond to potential changing conditions in the Basin and to help protect groundwater quality.",Page 178 / 6.1,"1. Is there a well mitigation program? No
2. Is the program new, on-going or proposed? 
3. Is the well mitigation program explicitly for drinking water users and DACs?

The plan suggests that MO for sustainablility indicator will be met without need for overdraft mitigation. No specific mention of Drinking water.

",
WQ,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"MBGSA will coordinate with the County of Ventura to identify and address improperly constructed or abandoned wells that create conduits for migration of poor-quality water from shallow water-bearing units into the principal aquifers. MBGSA will also coordinate with County of Ventura to review the County well permit ordinance and modify, if necessary, to ensure the future wells are properly sealed to prevent migration of poor-quality water from shallow water-bearing units into the principal aquifers. && The Groundwater Quality Protection Measures management action will benefit beneficial users and property interests in the Basin by protecting groundwater quality from degradation.",Page 188 / 6.5 && Page 190 / 6.5.6,"1. Do those projects list potential impacts to water quality? Yes
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? will cordinate
4. Are the projects implemented by the GSP or others? GSA and County of Ventura
5. If others, is the GSP coordinating with the others in implementation? yes

Project management action to protect poor quality shallow groundwater from migrating to deeper principle aquifers, but no explicit mention of DACsn to protect poor quality shallow groundwater from migrating to deeper principle aquifers, but no explicit mention of DACs
",
CC/Other,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,,
CC/Other,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,No,,,,
CC/Other,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",No,"The GSP Emergency Regulations specifically require the inclusion of projects or management actions to address the following: • Overdraft (§354.44(b)(2)): A description of the projects or management actions, including a quantification of demand reduction or other methods, for the mitigation of overdraft, if and overdraft condition is identified through the analysis required by Section 354.18. • Drought Offset Measures §354.44(b)(9): A description of the management of groundwater extractions and recharge to ensure that chronic lowering of groundwater levels or depletion of supply during periods of drought is offset by increases in groundwater levels or storage during other periods. As described in earlier sections, the 50-year modeling projections developed for the water budget suggest that the measurable objectives for the applicable sustainability indicators will be met without the need for overdraft mitigation or drought offset measures. However, several management actions are included to respond to potential changing conditions in the Basin and to help protect groundwater quality.",,"It says that management actions are included to respond to potential changing conditions, but all PMAs are focused on seawater intrusion monitoring, contingency plan, land subsidence, and groundwater quality",
CC/Other,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",No,,,,
CC/Other,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",No,"As described in earlier sections, the 50-year modeling projections developed for the water budget suggest that the measurable objectives for the applicable sustainability indicators will be met without the need for overdraft mitigation or drought offset measures",178 / 6.1,,
CC/Other,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,No,,,,
CC/Other,,,,,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,No,"GSP Emergency Regulations §354.28(c)(3)(B) requires a description of how the seawater intrusion minimum threshold considers the effects of current and projected sea levels. As described in Section 3.3, modeling for the 50-year projected water budget includes scenarios the considered 2030 and 2070 climate change conditions. The climate change conditions included projected sea level rise of 15 centimeters (cm) and 45 cm, respectively for 2030 and 2070 climate change conditions, respectively. The projected sea level rise amounts were incorporated into the general head boundary used to simulate the offshore seawater interface with the aquifer. The results of the 2030 and 2070 climate change model simulations are not significantly different from the baseline (no climate change) model simulation (Appendix H).",125 / 4.6.2.1,,
CC/Other,,,,,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",No,,,,
CC/Other,,,,,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,4,,,,
CC/Other,,,,,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,Somewhat,,,"1 existing, 3 potential ""at the discretion"" and ""anticipated"" to be done within the 5-year plan window",
