Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Sara,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"The development of both minimum thresholds and measurable objectives follows a similar process, which is described in this section. The information used for establishing the chronic lowering of groundwater levels minimum thresholds and measurable objectives include: • Historical groundwater elevation data and hydrographs from wells monitored by the MCWRA • Maps of current and historical groundwater elevation data • Analysis of the impact groundwater elevations on domestic wells &&&Groundwater elevations like those experienced during the representative climatic cycle between 1967 and 1998 were used to identify minimum thresholds and measurable objectives to ensure that they were achievable under reasonably expected climatic conditions. This representative period corresponds to important water management milestones for the Salinas Valley Groundwater Basin; water year 1967 marks the beginning of operations at San Antonio Reservoir, with first water releases in November 1966. CSIP began operating in 1998.&&& 
Minimum Thresholds Impact on Domestic Wells
SVBGSA was unable to accurately evaluate the impact of groundwater level minimum thresholds on domestic wells due to limited data in the Upper Valley Subbasin. Domestic well depths are derived from DWR’s OSWCR database. In the Upper Valley, only 4 of the 145 domestic wells from the OSWCR database had accurate locations. Without an accurate location, whether a well would be negatively impacted when groundwater elevations are at the minimum threshold cannot be determined. In addition, groundwater elevation contours in the Upper Valley Subbasin are based on MCWRA groundwater elevation data that is limited to the MCWRA Upper Valley Subarea, which covers only a portion of the SVBGSA Upper Valley Subbasin. Groundwater elevation contours for the Subbasin are extrapolated from this limited well data, which adds further inaccuracy to this analysis. &&&
Urban land uses and users. The groundwater level minimum thresholds may limit the amount of groundwater pumping in the Subbasin. This may limit urban growth or result in urban areas obtaining alternative sources of water. This may result in higher water costs for municipal water users.
Domestic land uses and users. The groundwater level minimum thresholds are intended to protect most domestic wells. Therefore, the minimum thresholds will likely have an overall beneficial effect on existing domestic land uses by protecting the ability to pump from domestic wells. However, extremely shallow domestic wells may become dry, requiring owners to drill deeper wells. Additionally, the groundwater level minimum thresholds may limit the number of new domestic wells that can be drilled to limit future declines in groundwater elevations caused by more domestic pumping. &&&
The minimum thresholds for DDW public water system supply wells and ILRP on-farm domestic wells reflect California’s Title 22 drinking water standards. The minimum thresholds for irrigation supply wells are based on the water quality objectives listed in the Water Quality Control Plan for the Central Coastal Basin (CCRWQCB, 2019). The minimum threshold values for the COC for all 3 sets of wells are provided in Table 8-4 and are based on data up to 2019. Because the minimum thresholds reflect no additional exceedances, the minimum thresholds are set to the number of existing exceedances. Surpassing the number of existing exceedances for any of the listed constituents will lead to an undesirable result. Not all wells in the monitoring network are sampled for every COC.&&&
Urban land uses and users. The groundwater quality minimum thresholds generally provide positive benefits to the Subbasin’s urban water users. Preventing any GSA actions that would result in constituents of concern in additional drinking water supply wells from exceeding MCLs or SMCLs ensures adequate groundwater quality for public water system supplies.
Domestic land uses and users. The groundwater quality minimum thresholds generally provide positive benefits to the Subbasin’s domestic water users. Preventing any GSA actions that would result in constituents of concern in additional domestic supply wells from exceeding MCLs or SMCLs ensures adequate groundwater quality for domestic supplies.","Page 8-10 / 8.6.2.1
Page 8-13 / 8.6.2.2
Appendix 8A
Page 8-26 / 8.8.2
Table 8-4
Table 8-5
Page 8-32 / 8.8.2.4","1. Do they mention impact of groundwater elevation MT on drinking water users? Yes, Domestic and Urban users
2. Do they mention impact of water quality MT on drinking water users? Yes
3. Do they use quantitative data to describe the harm of crossing the MT? No

Appendix 8A has been sited but it is not available. 
",
Martha/Sara,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,"Domestic wells and wells associated with local small and state small water systems are generally more susceptible to nitrate contamination since they are typically shallow and are more likely to be located in rural areas within or adjacent to agricultural areas. They are also more susceptible to potential nitrate contamination from nearby septic systems. Public water systems, on the other hand, tend to access deeper groundwater and are more likely to be located in areas that are less susceptible nitrate contamination. Public water system operators implement regular water quality testing and treatment as necessary, and wells are usually taken out of service once they become contaminated. Funding programs are often available for public water systems, and costs are spread out over a large number of ratepayers over time. When contamination is detected in private domestic wells, treatment options are limited and the individual homeowner will typically have to bear the full cost of addressing the problem (CCGC, 2015).",Appendix 2-D,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT? No

There is no mention of Impacts to DACs in the MT Section however in Appendix 2-D they have notably discussed the impacts of water quality on DACs in this section. 

",
Martha/Sara,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention impact of groundwater elevation MT on Tribes? NA
2. Do they mention impact of water quality MT on Tribes? NA
2. Do they mention impact of ISW MT on Tribes? 
4. Do they use quantitative data to describe the harm to DACs of crossing the MT? 
",
Becky/Sara,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Somewhat,"Ecological land uses and users. The groundwater level minimum thresholds may limit the amount of groundwater pumping in the Subbasin and may limit both urban and agricultural growth. This may benefit ecological land uses and users by curtailing the conversion of native vegetation to agricultural or domestic uses, and by reducing pressure on existing ecological land caused by declining groundwater elevations. &&&
Ecological land uses and users. Although the groundwater quality minimum thresholds do not directly benefit ecological uses, it can be inferred that the degradation of groundwater quality minimum thresholds provide generally positive benefits to the Subbasin’s ecological water uses. Preventing any GSA actions that would result in constituents of concern from migrating will prevent unwanted contaminants from impacting ecological groundwater uses. &&&
Ecological land uses and users. The depletion of ISW minimum thresholds address ecological uses and users by preventing depletion of ISW from groundwater pumping beyond what was historically experienced. Additionally, by setting future groundwater levels at or above recent lows, there should be less impact to ecological users than has been seen to date.
","Page 8-15 / 8.6.2.5
Page 8-45 / 8.10.2.6","1. Do they mention impact of groundwater elevation MT on GDEs? Yes
2. Do they mention impact of ISW MT on GDEs? Yes
3. Do they use quantitative data to describe the harm of crossing each of the MT? No, although they mention how GDE will be impacted but more information is needed on how they got to these conculsions.


",
Sara,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,The measurable objectives for chronic lowering of groundwater levels represent target groundwater elevations that are higher than the minimum thresholds. These measurable objectives provide operational flexibility to ensure that the Subbasin can be managed sustainably over a reasonable range of hydrologic variability. The measurable objectives for the chronic lowering of groundwater levels are set to 2011 groundwater elevations.,"table 8-1 thru 8-3
figure 8-1 thru 8-3
Page 8-16 / 8.6.3","1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? No

They mention MT and MO are set in similar matter for GW elevation and in MT they do mention drinking water users, not explicitly in MO section though.


",
Martha/Sara,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs? No

",
Martha/Sara,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",Not Applicable,,,"1. Does the GSP mention Tribes for ISW MO? NA
2. Does the GSP mention Tribes for groundwater elevation MO? NA
3. Does the GSP mention Tribes for ISW MO? NA
4. Do they justify/evaluate the MOs based on Tribal water needs? 

",
Becky/Sara,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? No - ISW MO is same as groundwater elevation MO
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs? No - MTs somehwat address ecological users, but MO sections do not

",
Meagan,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"The SVBGSA will not independently sample wells for any constituents of concern. Instead, the GSA will analyze water quality data that are collected through the DDW and ILRP. Therefore,
the GSA is dependent on the monitoring density and frequency of DDW and ILRP.

Under the existing, temporary orders, 216 ILRP wells, consisting of 134 irrigation supply wells and 82 on-farm domestic wells, have been chosen as part of the RMS network.","7-13 / 7.4.1

Figure 7-5 and 7-4","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) Lat/Long
2. How many WQ RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

View Map here: https://drive.google.com/drive/folders/1Iouvwe-ujGpjzZzuS-Qzzr_QlIpegmDt


There is no WQ representative monitoring network, however the wells they use to analyze WQ in the basin cover most of the basin. There is a large data gap in the southeast area of the basin where there is little to no monitoring where DAC block groups and most of the drinking water wells are concentrated",
Meagan,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,,"Figure 7-2 / Section 7 
&&
Table 7-1 / section 7","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) LAT/LONG
2. How many Elevation RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

View Map here: https://drive.google.com/drive/folders/1Iouvwe-ujGpjzZzuS-Qzzr_QlIpegmDt


Elevation RMS do not completely monitoring the SDAC block groups within the basin based on a one mile buffer though it does cover some portion of the communities. RMS seem to be more concentrated in the top and middle of the basin with no monitoring in the southernmost part of th basin where DAC block groups are located. This southern area also has a very large concentartion of domestic wells that are not being monitoreed for elevation from RMS
",
Becky,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Yes,"The primary tool for assessing depletion of ISW due to pumping will be shallow monitoring wells adjacent to the Salinas River, and other streams in the Subbasin. Figure 7-6 shows the existing wells from MCWRA’s groundwater monitoring programs that will be added to the ISW monitoring network and the location of a proposed new monitoring well. Existing wells were chosen based on the locations of ISW determined by the preliminary SVIHM, well depth, and proximity to the Salinas River. Furthermore, the wells are also located in vicinity of to a USGS stream gauge or MCWRA River Series measurement site shown on Figure 5-6. This allows for monitoring of groundwater elevations near the rivers in the Subbasin and may provide insight on the relationship between streamflow and groundwater elevations. Additionally, the combined use of groundwater elevation and streamflow data will allow SVBGSA to assess temporal changes in conditions due to variations in stream discharge and regional groundwater extraction, as well as other factors that may be necessary to identify adverse impacts on beneficial uses of the surface water as discussed in Chapter 8. All ISW monitoring wells are RMS. More information on the development of the ISW monitoring network is provided in Appendix 7D. 
&&
No entity currently monitors ISW. As described in Chapter 7, the monitoring network for ISW is in the process of development. Shallow groundwater elevations will be used as proxies for depletion rates; thus, shallow wells near the areas of ISW are needed. Monitoring wells will be located near USGS stream gauges and MCWRA’s Salinas River Series measurement sites to evaluate groundwater gradient and effects of groundwater levels on surface water depletion. This will also help determine the extent of interconnection. The ISW monitoring wells will be incorporated into MCWRA’s existing monitoring network and MCWRA will make these data available to SVBGSA. Water level measurements will be made at least once a year at each ISW monitoring site during MCWRA’s annual fall groundwater monitoring event that occurs from mid-November to December. The GSA will annually prepare summary tables and figures and compare the data to SMC.
&& 
Depletion of ISW will be monitored through shallow wells adjacent to locations of ISW. The SVBGSA identified 4 existing wells adjacent to the Salinas River that will be added to the ISW monitoring network. These existing wells have been deemed adequate based on their shallow groundwater elevations but still require preliminary inspection. SVBGSA will secure an agreement with the well owner to incorporate the well into the monitoring network and report data from the well. Despite these 4 existing wells, there is a spatial data gap near the southern boundary of the Subbasin where SVBGSA plans to install a new shallow well along the Salinas River. The new shallow well will be added to MCWRA’s monitoring program. All existing wells are already part of MCWRA’s groundwater elevation monitoring programs.",Page 7-14 / 7.6 && Page 10-3 / 10.1.2.1,"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? Yes - the plan has identified existing shallow wells to add to ISW monitoring network and one potential well that might be installed. There is a plan in place to fill data gaps with existing shallow monitoring wells.
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? No",
Becky,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",No,,,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? no - in the GDE section, the plan states that field data is needed but there are no plans or mention of possible plans to conduct biological monitoring of GDEs",
Sara,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",Somewhat,"Project B1: Multi-benefit Stream Channel Improvements Over the past half century, the Salinas River has been impacted by the construction of the San Antonio and Nacimiento Dams and flood control levees intended to move water away from agricultural fields. These have changed natural river geomorphology, resulting in sediment build up and vegetation encroachment on the historically dynamic channels of the River. This alteration of natural floodplains and geomorphology has increased flood risk, decreased direct groundwater recharge, and contributed to increased ET through vegetation build-up. Targeted, geomorphically-informed stream maintenance and floodplain enhancement can improve stream function both morphologically and biologically. This program takes a 3-pronged approach to stream channel improvements. First, it addresses vegetation growth and geomorphic conditions in the river channel by removing perennial native and non-native vegetation in designated maintenance channels (and removing Arundo donax (arundo) and Tamarix sp. (tamarisk) throughout the river corridor). Second, the program reduces the height of sediment bars that have been identified to meet criteria for impeding flow. Third, it enhances floodplains to increase groundwater recharge. &&&This program is not meant to restore the Salinas River to historical conditions, but rather to enhance geomorphological function through targeted maintenance sites for flood risk reduction and floodplain enhancement for increased recharge. The MCWRA has developed a science-based approach to river management that recognizes the value of critical habitat, environmental resources, cost to landowners, and coordination among stakeholders (MCWRA, 2016).&& 

Floodplain Enhancement and Recharge – Floodplain enhancement restores areas along the River, creeks, and floodplains to slow and sink high flows and encourage groundwater recharge. Restored floodplain and riparian habitat can slow down the velocity of the River and creeks and encourage greater infiltration. Due to agricultural and urban encroachment, streams have become more highly channelized, and flow has increased in velocity, particularly during storm events. This flow has resulted in greater erosion and loss of functional floodplains. &&&

Project B2: Managed Aquifer Recharge of Overland Flow
This program incentivizes development of groundwater recharge basins that recharge overland flow and stormwater runoff from the Coastal Ranges before they reach streams and the Salinas River. This program is structured similar to the program instituted in Pajaro Valley, whereby agricultural landowners dedicate a portion of their land to recharge ponds and direct overland flood flows into the ponds. This could include some type of incentive for recharge basins would be situated to collect runoff before it enters a local stream and allowed to infiltrate. It could also be combined with Project B1 and include multi-benefit projects along the floodway to increase floodplain capacity, since floodplains generally have high recharge.
This program will require additional analysis on actual available runoff from each of the watersheds. It assumes that the stormwater is not being diverted upstream; however, many of the mountain ranges have diversion operations already occurring upstream in the watershed. Rain gauges and studies will be required to determine the true estimate of water available from each subwatershed.",Page 9-25 / 9.5.1,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment? Yes
3. Are the projects new, on-going or proposed? Project B1: Part of it is ongoing the recharge project will be implemented if additional water is required to maintain sustainability, ""this part may take a significant number of years""
4. Are the projects implemented by the GSP or others? Project B1: SVBGSA WITH MCWRA, the RCDMC, and the Salinas River Management Unit Association.&&& Project B2: SVBGSA 
5. If others, is the GSP coordinating with the others in implementation? All participants in the SMP must enter into an agreement with MCWRA and comply with all terms, conditions, and requirements of the permits and Program Guidelines.
Project B1 and B2
","This section is written very vague, It feels like it is explanation of definitons and lots of repitition. Not clearly stated how and when proposed plans will start."
Sara,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",Somewhat,"Project B1: Multi-benefit Stream Channel Improvements
Over the past half century, the Salinas River has been impacted by the construction of the San Antonio and Nacimiento Dams and flood control levees intended to move water away from agricultural fields. These have changed natural river geomorphology, resulting in sediment build up and vegetation encroachment on the historically dynamic channels of the River. This alteration of natural floodplains and geomorphology has increased flood risk, decreased direct groundwater recharge, and contributed to increased ET through vegetation build-up. Targeted, geomorphically-informed stream maintenance and floodplain enhancement can improve stream function both morphologically and biologically.
This program takes a 3-pronged approach to stream channel improvements. First, it addresses vegetation growth and geomorphic conditions in the river channel by removing perennial native and non-native vegetation in designated maintenance channels (and removing Arundo donax (arundo) and Tamarix sp. (tamarisk) throughout the river corridor). Second, the program reduces the height of sediment bars that have been identified to meet criteria for impeding flow. Third, it enhances floodplains to increase groundwater recharge. This 3-pronged approach increases flow by removing dense native and non-native vegetation, provides vegetation free channel bottom areas for infiltration, stabilizes stream banks and earthen levees by reducing downstream velocities, and reduces flood risk. This program’s activities also benefit native species throughout the river ecosystem. By improving geomorphological function through vegetation and sediment removal activities, the coordinated efforts allow native species to reestablish in areas where invasive species have become dominant. River maintenance activities enhance groundwater recharge efforts through the streambed by providing additional open channel bed for infiltration, and floodplain enhancement can further recharge potential of high flows.",Page 9-25 & 9-26/ 9.5.1,"If yes to projects:
1. Are the projects new, on-going or proposed? in permitting process
2. Are the projects implemented by the GSP or others? GSA with MCWRA, the RCDMC, and the Salinas River Management Unit Association.
3. If others, is the GSP coordinating with the others in implementation?
",
Sara,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","beneficial users, environment, GDE, DAC, trib*",Somewhat,"9.6.4 Implementation Action C4: Water Quality Partnership Drinking water access and quality is a critical issue throughout the Upper Valley Subbasin. Numerous agencies at the local and State levels are involved in various aspects of water quality. The SWRCB and CCRWQCB are the principal state agencies with primary responsibility for the coordination and control of water quality for the health, safety, and welfare of the people of the state pursuant to the Porter-Cologne Water Quality Control Act 1969 (California Water Code §13001). The locally based GSAs established by the SGMA are required to develop and implement GSPs to avoid undesirable results (one related to water quality) and mitigate overdraft within 20 years. SVBGSA will coordinate with the appropriate water quality regulatory programs and agencies in the Subbasin to understand and develop a process for determining when groundwater management and extraction are resulting in degraded water quality in the Subbasin.
",Page 9-43 / 9.6.4,"""1. Do they identify explicity beneficial users? Somewhat - drinking water quality and users
2. Do they describe the impact or benefit to the users identified? No
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? drinking water quality and users
4. Are the projects proposed, ongoing? Not clear
5. Are the projects implemented by GSA or others? SWRCB and CCRWQCB/ GSA to develop and implement
SVBGSA will coordinate with the appropriate water quality regulatory programs and agencies in the Subbasin to understand and develop a process for determining when groundwater management and extraction are resulting in degraded water quality in the Subbasin.

Implementation Action C4: Water Quality Partnership
",
Martha/Sara,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,"Project B1: Multi-benefit Stream Channel Improvements Over the past half century, the Salinas River has been impacted by the construction of the San Antonio and Nacimiento Dams and flood control levees intended to move water away from agricultural fields. These have changed natural river geomorphology, resulting in sediment build up and vegetation encroachment on the historically dynamic channels of the River. This alteration of natural floodplains and geomorphology has increased flood risk, decreased direct groundwater recharge, and contributed to increased ET through vegetation build-up. Targeted, geomorphically-informed stream maintenance and floodplain enhancement can improve stream function both morphologically and biologically. This program takes a 3-pronged approach to stream channel improvements. First, it addresses vegetation growth and geomorphic conditions in the river channel by removing perennial native and non-native vegetation in designated maintenance channels (and removing Arundo donax (arundo) and Tamarix sp. (tamarisk) throughout the river corridor). Second, the program reduces the height of sediment bars that have been identified to meet criteria for impeding flow. Third, it enhances floodplains to increase groundwater recharge. &&&This program is not meant to restore the Salinas River to historical conditions, but rather to enhance geomorphological function through targeted maintenance sites for flood risk reduction and floodplain enhancement for increased recharge. The MCWRA has developed a science-based approach to river management that recognizes the value of critical habitat, environmental resources, cost to landowners, and coordination among stakeholders (MCWRA, 2016).&& 

Floodplain Enhancement and Recharge – Floodplain enhancement restores areas along the River, creeks, and floodplains to slow and sink high flows and encourage groundwater recharge. Restored floodplain and riparian habitat can slow down the velocity of the River and creeks and encourage greater infiltration. Due to agricultural and urban encroachment, streams have become more highly channelized, and flow has increased in velocity, particularly during storm events. This flow has resulted in greater erosion and loss of functional floodplains. &&&

Project B2: Managed Aquifer Recharge of Overland Flow
This program incentivizes development of groundwater recharge basins that recharge overland flow and stormwater runoff from the Coastal Ranges before they reach streams and the Salinas River. This program is structured similar to the program instituted in Pajaro Valley, whereby agricultural landowners dedicate a portion of their land to recharge ponds and direct overland flood flows into the ponds. This could include some type of incentive for recharge basins would be situated to collect runoff before it enters a local stream and allowed to infiltrate. It could also be combined with Project B1 and include multi-benefit projects along the floodway to increase floodplain capacity, since floodplains generally have high recharge.
This program will require additional analysis on actual available runoff from each of the watersheds. It assumes that the stormwater is not being diverted upstream; however, many of the mountain ranges have diversion operations already occurring upstream in the watershed. Rain gauges and studies will be required to determine the true estimate of water available from each subwatershed.",Page 9-25 / 9.5.1,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the DAC? No
3. Are the projects new, on-going or proposed? Project B1: Part of it is ongoing the recharge project will be implemented if additional water is required to maintain sustainability, ""this part may take a significant number of years""
4. Are the projects implemented by the GSP or others? Project B1: MCWRA, the RCDMC, and the Salinas River Management Unit Association.&&& Project B2: SVBGSA 
5. If others, is the GSP coordinating with the others in implementation? Yes, All participants in the SMP must enter into an agreement with MCWRA and comply with all terms, conditions, and requirements of the permits and Program Guidelines.
Project B1 and B2
",
Sara,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,"The Upper Valley Aquifer Subbasin has not historically been in overdraft. Based on the water budget components, the historical sustainable yield of the Subbasin is on the order of 110,000 – 130,000 AF/yr., as summarized in Table 6-10. The historical sustainable yield incorporates historical reservoir releases, and therefore is not the natural safe yield. From 1980 to 2016, the basin was in overdraft during only 5 years. Therefore, the calculation of the mitigation of overdraft is not needed at this time. However, given that the Subbasin’s extraction is currently close to the sustainable yield, this chapter includes a robust set of potential management actions and projects that could be undertaken if needed. These results are provisional and uncertain and are subject to change in future GSP updates after the SVIHM is released by the USGS.",Page 9-44 / 9.8,"1. Is there a well mitigation program? There is a overdraft mitigation program
2. Is the program new, on-going or proposed? Provisional and uncertain
3. Is the well mitigation program explicitly for drinking water users and DACs? No

",
