Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"5.2.4.2 Potential Causes and Effects of Depletion of Interconnected Surface Water
Because chronic lowering of groundwater levels is used as a proxy for depletion of interconnected surface water, the causes of this undesirable result are the same as those for groundwater levels. Lowering
groundwater levels in the vicinity of the Lost River and the Tule Lake Sumps may result in increased depletions from the surface water to the groundwater system. The Lost River is an intermittent stream
without minimum flow requirements. However, the water surface elevations in the Tule Lake Sumps will continue to be met as required by the Biological Opinion.&&&
5.2.5.2 Potential Causes and Effects of Degraded Water Quality
There are no anticipated changes in water quality, and specifically, no anticipated changes in water quality due to SGMA-related actions. Potential causes of degraded water quality could be the result of significant increases in groundwater pumping, which is not projected to occur, as described in Section 6. In addition, there are no known significant water quality issues or contaminant plumes that could spread through additional groundwater pumping. If groundwater quality degraded to an undesirable result level, then the water may not be usable for beneficial uses within the Subbasin (domestic and agriculture) without treatment. This would lead to an economic burden on water users. Additionally, changes in water quality could impact GDEs, damage crops and/or result in changes to the crops grown, and cause other economic effects.&&&","Page 5-5 / 5.2.4.2
Page 5-6 / 5.2.5.1","1. Do they mention GDEs for UR? Yes gw quality
2. Which URs mention GDEs?  Just in GW quality, No mention in GW elevation or ISW
3. Are impacts to GDEs well analyzed? No
This can be easily a No, but since they have mentioned GDE in WQ, I gave them somewhat.
",
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"5.3.2.1 Water Quality Measurable Objectives
The water quality MOs reflect the desired conditions and are based on maintaining the current water quality in the Subbasin. The MOs are established based on the average of measurements obtained for
these constituents since 2015. For nitrate, where the average levels have recently been below 1.0 mg/L, the MO was established at 2.0 mg/L which is well below the maximum contaminant level goal.
5.3.2.2 Water Quality Minimum Thresholds
The MTs for nitrate and TDS have been set equal to 10% less than the federal and/or state established goals. For nitrate, the MT is equal 9.0 milligrams per liter (mg/L), which is less than the maximum
contaminant level goal (MCLG) of 10 milligrams per liter (mg/L). This MT allows for continued use of groundwater as a drinking water supply without local public water suppliers needing to invest in systems
for nitrate removal. For TDS, the MT is equal to 900 mg/L which is less than the State of California secondary drinking water standard upper limit of 1,000 mg/L. This MT is protective of the secondary
standard for drinking water and water quality needed for irrigation purposes. These MTs are applied to all representative water quality monitoring wells.","Page 5-9 / 5.3.2.1 & 5.3.2.2
Table 5-2","1. Are MT and MO set for COCs? They have considered Arsenic as COC in WQ section (row 25 question) however then they have set MT and MO for TDS and NItrate
2. Do they set MT and MO for all COCs? NItrate and TDS",
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"5.3.2.1 Water Quality Measurable Objectives
The water quality MOs reflect the desired conditions and are based on maintaining the current water quality in the Subbasin. The MOs are established based on the average of measurements obtained for these constituents since 2015. For nitrate, where the average levels have recently been below 1.0 mg/L, the MO was established at 2.0 mg/L which is well below the maximum contaminant level goal.
5.3.2.2 Water Quality Minimum Thresholds
The MTs for nitrate and TDS have been set equal to 10% less than the federal and/or state established goals. For nitrate, the MT is equal 9.0 milligrams per liter (mg/L), which is less than the maximum contaminant level goal (MCLG) of 10 milligrams per liter (mg/L). This MT allows for continued use of groundwater as a drinking water supply without local public water suppliers needing to invest in systems for nitrate removal. For TDS, the MT is equal to 900 mg/L which is less than the State of California secondary drinking water standard upper limit of 1,000 mg/L. This MT is protective of the secondary standard for drinking water and water quality needed for irrigation purposes. These MTs are applied to all representative water quality monitoring wells.","Page 5-9 / 5.3.2.1 & 5.3.2.2
Table 5-2","1. Are MT set at MCL level for COCs? For TDS and NItrate MT is set at 10 percent lower than MCL and MO is much lower than MT
2. Are all MT set at MCL level? For TDS and NItrate MT is set at 10 percent lower than MCL and MO is much lower than MT

",
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"5.3.1.2 Groundwater Level Minimum Thresholds
The groundwater level MTs were determined consider historical basin conditions and are based on considerations for beneficial users and uses of groundwater. Two different sets of criteria were developed to establish groundwater level MTs for the representative monitoring wells. 1. If the monitoring well is screened within the shallow aquifer and within three miles of a domestic well or wells, then the MT is defined as the minimum domestic well depth. 2. If the monitoring well is screened in the deeper aquifer, then the MT is defined as the historical low groundwater measurement plus a 10 percent buffer, rounded up to the nearest whole number. Table 5.1 shows the MO and MT established for each representative groundwater level monitoring well. Hydrographs showing historical groundwater level measurement along with the MO and MT for each representation groundwater level monitoring well are included in Appendix M.&&&","Page 5-8 / 5.3.1.2
Appendix M
Table 5-1","1. Do they mention impact of groundwater elevation MT on drinking water users? yes
2. Do they mention impact of water quality MT on drinking water users? No
3. Do they use quantitative data to describe the harm of crossing the MT? No

",
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?
The whole basin is  a DAC but the plan needs to address how these crtieria are meeting the needs of DACs specifically. They need to be showing they are addressing needs of domestic users and ackowledge that these domestic users are DACs. ","Put them as no, they clearly dont reference DACs are impacted by MTs, 
Have a line: The whole basin is DAC but the plan needs to address how these crtieria are meeting the needs of DACs specifically. They need to be showing they are addressing needs of domestic users and ackowledge that these domestic users are DACs. "
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention impact of groundwater elevation MT on Tribes? NA
2. Do they mention impact of water quality MT on Tribes? NA
2. Do they mention impact of ISW MT on Tribes? NA
4. Do they use quantitative data to describe the harm to Tribess of crossing the MT?
",
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",No,,,"1. Do they mention impact of groundwater elevation MT on GDEs? NO
2. Do they mention impact of ISW MT on GDEs? No
3. Do they use quantitative data to describe the harm of crossing each of the MT?

",
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"5.3.1.1 Groundwater Level Measurable Objectives
Groundwater level MOs were established based on average spring groundwater levels obtained since 2015 at each representative monitoring well. These values generally represent recent sustainable conditions since SGMA implementation and under which there were no reported negative impacts on beneficial uses and users. In the case that negative impacts to domestic wells caused by SGMA-related groundwater management activities are reported to the GSAs, then the GSAs will provide assistance as described in Section 6.1.6, and MOs will be re-evaluated in a future 5-year update or amendment, as appropriate.","Page 5-7 / 5.3.1.1
Appendix M
Table 5-1","1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? Just mention
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? No
",
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs?
The whole basin is a DAC but the plan needs to address how these crtieria are meeting the needs of DACs specifically. They need to be showing they are addressing needs of domestic users and ackowledge that these domestic users are DACs. ",
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",Not Applicable,,,"1. Does the GSP mention Tribes for WQ MO? NA
2. Does the GSP mention Tribes for groundwater elevation MO? NA
3. Does the GSP mention Tribes for ISW MO? NA
4. Do they justify/evaluate the MOs based on Tribal water needs?

",
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO?No
3. Do they justify/evaluate the MOs based on GDE water needs?

",
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"The representative monitoring network includes all wells which are identified in the Degraded Groundwater Quality Network. The representative network is used to evaluate nitrate and total dissolved solids thresholds, and not other constituents. Table 3.3 summarizes the monitoring frequency of the constituents, for which sustainable management criteria have been established within the Subbasin.","Page 3-7 / 3.3.2.1

Figure 3-2
Table 3.4","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) Well ID Table 3.4
2. How many WQ RMS were we able to map? (all, some, none) All, received locations from Anglea Bezzone
3. Of those mapped, was there a well within 1 mile of DACs? Entire basin is considered a DAC, wells are located only in two areas of the bsin.
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

View Map Here: https://drive.google.com/drive/u/0/folders/1m9QKVyeZB0yXN-jGK2arZcg33YZXuT4N

WQ RMS are not located where drinking water is most dense. The entire basin is a DAC block group. It seems there is a decent amount of DAC representation for WQ but could use more in the top right and bottom left of the basin. ",
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,"The Tule Lake Subbasin covers approximately 110,500 acres (approximately 172 square miles). As described in Section 2.2.2.1 Historic Groundwater Elevations, there are approximately 70 groundwater wells monitored in the Subbasin (see Figure 2-17). Therefore, the spatial density is approximately 40 wells per 100 square miles, which is more robust than the spatial density guidelines recommended by DWR in their best management practices (DWR, 2016). These recommendations from DWR are summarized in Table 3.2. Of these wells, 15 have been included in the representative groundwater level monitoring network. This spatial density of the representative monitoring network is approximately eight wells per 100 square miles.",Page 3-4 / 3.3.1.2,"1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) CASGEM WELL ID Table 3.4 
2. How many Elevation RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

View Map Here: https://drive.google.com/drive/u/0/folders/1m9QKVyeZB0yXN-jGK2arZcg33YZXuT4N

Elevation RMS seem to be where drinking water is most dense. In the middle right of the basin there is lack of Elevation RMS for drinking water. Good coverage of DAC block groups in the basin, again, the middle right seems to be a data gap where there are no wells. ",
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",No,,,"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? no
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no

ISW data gaps were not identified and the plan is not creating an ISW monitoring network because of the regulated nature of surface water in the basin.",
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",Yes,"Section identified areas that remained after filtering criteria were applied to the NCCAG dataset. The GSAs have identified this as a data gap, which can be addressed with field inspections of these areas to better understand if there is vegetation present and if so, analyze the availability of non-groundwater sources. These field inspections and follow-up reviews are scheduled to be completed within the first 5 years of implementation.",Page Page 6-2 / 6.1.4,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? yes",
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge & no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,"6.1.5 Groundwater Recharge Projects
The GSAs are interested in, and will continue to investigate, potential groundwater recharge projects in the Subbasin. They anticipate the data collected by DWR’s airborne electromagnetic (AEM) surveys of the Subbasin will assist with this effort by providing a greater understanding of the Subbasin characteristics and identifying locations which may be suitable for groundwater recharge projects (DWR, 2020b). The GSAs’ understanding is that DWR will conduct the AEM surveys during 2021. Following the release of the data collected during the AEM surveys the GSAs will perform a review of the data within the first 3 years of implementation. In  ddition, Tulelake Irrigation District plans to maintain diversions at Station 48 along the LRDC outside of the irrigation season in order to allow Lost River water to flow into the Subbasin as it naturally did prior to construction of the Klamath Project. This operation will allow TID to charge irrigation canals and drains with water for recharge purposes and will occur on an annual basis as Lost River water flows allow.",Page 6-2 / 6.1.5,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment? No
3. Are the projects new, on-going or proposed? (Ongoing as needed) 
4. Are the projects implemented by the GSP or others? GSA
5. If others, is the GSP coordinating with the others in implementation?
",
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,,,"If yes to projects:
1. Are the projects new, on-going or proposed?
2. Are the projects implemented by the GSP or others? 
3. If others, is the GSP coordinating with the others in implementation?
",
WQ,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination beyond general mention of ""beneficial users"". SOMEWHAT = beneficial users explicilty identified, but impacts not well described or beneficial users explicilty identifed and described, but no PMAs with benefits to GDEs, drinking water users, tribes or DACs;  YES = beneficial users exlicitly idenfitied, impacts and benefits described and PMAs with benefits to GDEs, drinking water users, tribes and DACs.","beneficial users, environment, GDE, DAC, trib*",Yes,"6.1.4 Groundwater Dependent Ecosystems
Section identified areas that remained after filtering criteria were applied to the NCCAG dataset. The GSAs have identified this as a data gap, which can be addressed with field inspections of these areas to better understand if there is vegetation present and if so, analyze the availability of non-groundwater sources. These field inspections and follow-up reviews are scheduled to be completed within the first 5 years of implementation.&&&
6.1.6 Domestic Well Assistance
During 2021 and some prior years, domestic wells within the Subbasin have experienced issues where the supply has gone dry. This has occurred primarily during years of low surface water supply from the Klamath Project. If TID and other Klamath Project water users receive a water supply consistent with the historical pattern of surface water deliveries, then domestic well issues are not expected to occur. The GSAs are aware of current (2021) efforts and will continue to coordinate with local agencies, such as the Klamath Water Users Association; the Klamath Project Drought Response Agency; and local, state, county, and city agencies to address domestic well issues. During years of low surface water supply, the GSAs will investigate the availability of federal, state, and/or local funding to assist impacted well owners. As identified in this GSP, Modoc County meets the requirements of a severely disadvantaged community and Siskiyou County meets the requirements of a  isadvantaged community. Therefore, assistance by the GSAs will likely require grant funding. The result of this investigation may include a program that assists with the deepening or replacement of wells impacted during the implementation period of this GSP. Due to these factors, details of this type of domestic well assistance will be developed on a case-by-case basis.
","Page 6-2 / 6.1.4 & 
Page 6-2 / 6.1.6","1. Do they identify explicity beneficial users? Yes
2. Do they describe the impact or benefit to the users identified? Yes
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? GDE, Domestic water users (DAC)
4. Are the projects proposed, ongoing? Domestic water users (Ongoing as needed)/ GDE (after implementation of GSP)
5. Are the projects implemented by GSA or others? GSA
",
Stakeholder & WQ,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,"6.1.5 Groundwater Recharge Projects
The GSAs are interested in, and will continue to investigate, potential groundwater recharge projects in the Subbasin. They anticipate the data collected by DWR’s airborne electromagnetic (AEM) surveys of the Subbasin will assist with this effort by providing a greater understanding of the Subbasin characteristics and identifying locations which may be suitable for groundwater recharge projects (DWR, 2020b). The GSAs’ understanding is that DWR will conduct the AEM surveys during 2021. Following the release of the data collected during the AEM surveys the GSAs will perform a review of the data within the first 3 years of implementation. In  ddition, Tulelake Irrigation District plans to maintain diversions at Station 48 along the LRDC outside of the irrigation season in order to allow Lost River water to flow into the Subbasin as it naturally did prior to construction of the Klamath Project. This operation will allow TID to charge irrigation canals and drains with water for recharge purposes and will occur on an annual basis as Lost River water flows allow.",Page 6-2 / 6.1.5,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the DAC? No
3. Are the projects new, on-going or proposed? (Ongoing as needed) 
4. Are the projects implemented by the GSP or others? GSA
5. If others, is the GSP coordinating with the others in implementation?

",
WQ,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",Somewhat,"6.1.6 Domestic Well Assistance
During 2021 and some prior years, domestic wells within the Subbasin have experienced issues where the supply has gone dry. This has occurred primarily during years of low surface water supply from the Klamath Project. If TID and other Klamath Project water users receive a water supply consistent with the historical pattern of surface water deliveries, then domestic well issues are not expected to occur. The GSAs are aware of current (2021) efforts and will continue to coordinate with local agencies, such as the Klamath Water Users Association; the Klamath Project Drought Response Agency; and local, state, county, and city agencies to address domestic well issues. During years of low surface water supply, the GSAs will investigate the availability of federal, state, and/or local funding to assist impacted well owners. As identified in this GSP, Modoc County meets the requirements of a severely disadvantaged community and Siskiyou County meets the requirements of a  isadvantaged community. Therefore, assistance by the GSAs will likely require grant funding. The result of this investigation may include a program that assists with the deepening or replacement of wells impacted during the implementation period of this GSP. Due to these factors, details of this type of domestic well assistance will be developed on a case-by-case basis.",Page 6-2 / 6.1.6,"1. Is there a well mitigation program? They have well assistance program
2. Is the program new, on-going or proposed? Ongoing(if needed)
3. Is the well mitigation program explicitly for drinking water users and DACs? domestic users and DAC

",
WQ,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to DACs & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"6.1.3 Water Quality Monitoring Network
Section 3.3.2.4 identified a need for denser and more frequent monitoring of water quality. Therefore, the GSAs plan to identify a minimum of two additional wells which will be added to the water quality monitoring network. This process is scheduled to be completed within the first year of implementation. &&&",Page 6-2 / 6.1.3,"1. Do those projects list potential impacts to water quality? Yes
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? after implementation of GSP
4. Are the projects implemented by the GSP or others? GSA
5. If others, is the GSP coordinating with the others in implementation?
More detail is needed the explanantion is too vague to give us a clear view on how this will be implemented.
",
CC/Other,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,,
CC/Other,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,No,,,No mention of meters in the GSP,
CC/Other,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",No,,,"Domestic wells running dry has been identified as an issue (PMA 6.1.6, Domestic Well Assistance), but demand reduction has not been presented as a potential solution.",
CC/Other,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Yes,"Groundwater Recharge Projects
The GSAs are interested in, and will continue to investigate, potential groundwater recharge projects in the Subbasin. They anticipate the data collected by DWR’s airborne electromagnetic (AEM) surveys of the Subbasin will assist with this effort by providing a greater understanding of the Subbasin characteristics and identifying locations which may be suitable for groundwater recharge projects (DWR, 2020b). The GSAs’ understanding is that DWR will conduct the AEM surveys during 2021. Following the release of the data collected during the AEM surveys the GSAs will perform a review of the data within the first 3 years of implementation.
 In addition, Tulelake Irrigation District plans to maintain diversions at Station 48 along the LRDC outside of the irrigation season in order to allow Lost River water to flow into the Subbasin as it naturally did prior to construction of the Klamath Project. This operation will allow TID to charge irrigation canals and drains with water for recharge purposes and will occur on an annual basis as Lost River water flows allow.",Page 6-2 / 6.1.5,Proposal to continue to investigate recharge projects and one ongoing recharge project through diversions,
CC/Other,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",Yes,"The projects and management actions identified in this section allow for continued sustainability in the Tule Lake Subbasin. In addition, they promote better understanding of the subbasin through additional collected information, which will assist to fill data gaps previously identified in this plan. As shown in prior sections of this plan, the Tule Lake Subbasin is currently being sustainably managed. Therefore, no projects or management actions are required to achieve sustainability; however, the Tule Lake Subbasin GSAs have identified the projects and management actions below to improve their understanding of the groundwater subbasin.",Page 6-1 / 6.,GSP states that the basin is not in overdraft and acknowledges that PMAs are not needed to achieve sustainability but rather to maintain it and monitor the basin overall,
CC/Other,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,No,,,,
