Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention Tribes for UR? NA
2. Which URs mention Tribes? NA
3. Are impacts to Tribes well analyzed?
",
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Yes,"Based on these values (and the absence of existing or anticipated land subsidence, see Section 3.2.5), the level of impact to beneficial users of groundwater level that constitute undesirable results for chronic lowering of groundwater were summarized to three quantitative criteria for vulnerable wells, GDEs, and ISW: 1. percentage of impacted domestic, agricultural, or public wells exceeds 5% for any well type 2. percentage decrease in potential GDE area exceeds 5%, 3. percentage decrease in ISW reach length exceeds 5%; percentage decrease in the 50th percentile of ISW streamflow exceedance during October-December spawning months exceeds 10% of historical conditions && Hence, lowering groundwater levels may disconnect vegetative GDEs from saturated groundwater or reduce baseflow to streams that depend on groundwater baseflow (especially during dry months), thus impacting riparian ecosystems and aquatic species associated with GDEs. && Environmental Uses – In gaining streams, poor quality groundwater could possibly affect GDEs, instream environments, and their resident species by supplying nutrients to streamflow. However, there are limited gaining stream reaches in the SASb and ambien groundwater has low nutrient levels, greatly reducing such concerns in the Basin. && Depletions of ISW caused by groundwater level decline may impact riparian and wetland ecosystems, habitat, fish, special species, recreation, and other environmental users of surface water. Moreover, beneficial users of surface water inside and outside of the basin (e.g., water rights holders) may be impacted by streamflow reduction caused by ISW depletion resulting from unsustainable groundwater management. Lowering groundwater levels may disconnect vegetative GDEs from saturated groundwater or reduce baseflow to streams that depend on groundwater baseflow. A detailed overview of the beneficial users and uses of surface waters is provided in Appendix 3-C: ISW Technical Memorandum.$$$
Significant and unreasonable depletion of interconnected surface water resulting from groundwater extraction occurs when more than 25% (3/10 wells) of representative monitoring wells for ISW fall below their MTs for 3 consecutive years.
","
pg 3-4, 3.2.1.1 && 
pg 3-6, 3.2.1.4 && pg 3-10, 3.2.3.3 && pg 3-13, 3.2.4.3","1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? For all three, lowring of GW elevation, degraded WQ, depletion of ISW
3. Are impacts to GDEs well analyzed? Yes

 The GSP analyzes the potential direct and indirect impacts to GDEs in the undesirable results of chronic lowering of groundwater, degraded groundwater quality(by supplying nutrient to streamflow), and depletions of interconnected surface water. 
",
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"The current and historical groundwater quality data used in the effort to establish groundwater quality maximum thresholds are discussed in Section 2.2.3. Based on a review of these data, applicable water quality regulations, Subbasin water quality needs, and information from stakeholders, the GSAs reached a determination that the state drinking water standards (MCLs/SMCLs) are appropriate to define maximum thresholds for groundwater quality (Table 3-5). The established maximum thresholds for groundwater quality protect and maintain groundwater quality for existing or potential beneficial uses and users. Maximum thresholds align with the state standards for nitrate and specific conductivity, and the Title 22 MCLs and SMCLs","Pg 3-41, 3.3.3.
Figure 3-4
Table 3-4& Table 3-6","1. Are MT and MO set for COCs? Yes, 
2. Do they set MT and MO for all COCs? Somewhat for nitrate and specific conductivity, Not For all COC's

""They use the term maximum threshhold when setting the water quality standards. They have set MT = MCL and just have MCL for nitrate and specific conductivity, no other COC's.
The maximum historical value has been above the maximum thresholds, i.e., MCL or SMCL. Therefore, the MO has been set equal to 90% of the maximum thresholds.""",
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"Maximum thresholds for groundwater quality in the Subbasin have been defined using existing goundwater quality data, beneficial uses of groundwater in the Subbasin, and existing pertinent water quality regulations, including water quality objectives defined under the Sacramento-San Joaquin Basin Plan, Title 22 Primary and Secondary MCLs, and consultation with the GSP Working Group members and stakeholders (see Section 2.2.3). As a result of this process, SMCs were developed for two of the constituents of concern in the Subbasin: nitrate and specific conductivity. The selected maximum thresholds for the concentration of each of the  constituents of concern and their associated regulatory thresholds are shown in Table 3-5. Significant and undesirable results are experienced if these maximum thresholds are exceeded in 10% of the monitoring wells. The GSAs will use concentrations of the identified constituents of concern (nitrate and specific  conductivity) below the maximum threshold as triggers for action in order to proactively avoid  the occurrence of undesirable results.  rigger values are identified for both nitrate as nitrogen and specific conductivity, as shown in Table 3-5. The trigger  value and associated definition for  specific conductivity is the 90% upper limit or 90th percentile value for a calendar  year. The  trigger value for nitrate is 90% of the Title 22 MCL. Approaching or exceeding a trigger will be reported to  the Regional Water Board in the annual reports and the five-year evaluations to solicit their recommendations.
","pg 3-40, 3.3.3","1. Are MT set at MCL level for COCs? Yes
2. Are all MT set at MCL level? Yes

For nitrogen and specific conductivity

",
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"The current and historical groundwater quality data used in the effort to establish groundwater quality maximum thresholds are discussed in Section 2.2.3. Based on a review of these data, applicable water quality regulations, Subbasin water quality needs, and information from stakeholders, the GSAs reached a determination that the state drinking water standards (MCLs/SMCLs) are appropriate to define maximum thresholds for groundwater quality (Table 3-5). The established maximum thresholds for groundwater quality protect and maintain groundwater quality for existing or potential beneficial uses and users. Maximum thresholds align with the state standards for nitrate and specific conductivity, and the Title 22 MCLs and SMCLs&&&
Assuming the MT is reached across the entire Basin, results suggest 7-15 wells would be impacted under 31-year and 40-year retirement ages, accounting for uncertainty in projected management and climate change (Figure 3-5). For a conservative estimate of PMA with climate change, impacted well count is around 2-3% of domestic wells and 1-2% of public wells, and 1-2% of agricultural wells, primarily in the greater Sacramento urban area. This is unsurprising, as groundwater level simulations indicate the drawdown in these areas – areas which are also far away from the agriculture-rural interface where most vulnerable domestic wells are located. These well impact percentages align with GSA-driven definitions of unreasonable results to vulnerable wells.&& Estimated well impacts and their associated rehabilitation costs have been discussed with GSAs and shared during public meetings to solicit feedback from groundwater users in the basin, including domestic well users.","Pg 3-41, 3.3.3.
pg 3-23, 3.3.1","1. Do they mention impact of groundwater elevation MT on drinking water users? Yes, Domestic wells
2. Do they mention impact of water quality MT on drinking water users? No, they mention drinking water standards not drinking water users.
3. Do they use quantitative data to describe the harm of crossing the MT?  Yes

Groundwater have a clear explanation if MT is reached how many of domestic wells will be impacted. 

",
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT? No

",
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention impact of groundwater elevation MT on Tribes? NA
2. Do they mention impact of water quality MT on Tribes? NA
2. Do they mention impact of ISW MT on Tribes? NA
4. Do they use quantitative data to describe the harm to Tribess of crossing the MT? NA
",
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Yes,"Across all scenarios evaluated, climate change reduced groundwater levels with impacts most acutely observed in ISW and GDEs; vulnerable wells were largely unaffected owing to their relatively deep depths compared to groundwater levels. Being closer to the land surface, GDEs and ISW are more easily impacted. Conversely, projects and management actions (PMA) substantially contributed to basin sustainability by offsetting the impacts of climate change and leading to the avoidance of significant and unreasonable impacts to ISW, GDEs, and vulnerable wells. Thus, in this Plan, MTs are set at each RMP (Table 3-4) at the post-2015 low or the lowest groundwater level in the projected scenario with PMA and climate change, whichever is lower. && Groundwater level analysis and interpolation were used to evaluate the impact of historically observed groundwater conditions (and MTs based historical conditions) on well failure (i.e., domestic, agricultural, and public wells), depletions of ISW, and impacts to groundwater dependent ecosystems (GDEs). Although some Basin RMPs have historical groundwater level data as far back as 1970, these monitoring well data are sparse and insufficient for basin-wide interpolation and analysis. However, from spring 2005 to fall 2019, groundwater level data density is adequate for interpolation, thus data during this period were analyzed at a seasonal level (Figure 3-2) and used to define MTs . The impact of these MTs on well protection measures, ISW depletion, and impacts to GDEs were assessed and found to not lead to significant and unreasonable impacts.&& GDEs were mapped using best available datasets across the Basin, and special status species were cataloged. The analysis focused on plant species which provide habitat for these special  status species, in addition to providing valuable ecosystem functions and recreational benefits. The maximum reported rooting depths of the plant species found in the Basin range from near surface for grasses like creeping wildrye (3.84 feet) to deep-rooted trees like the Valley Oak (24.31 feet). Rooting depths of species within the Basin show that the Valley Oak (Quercus lobata) was found to exhibit the largest rooting depth. Because plants can extract moisture from  pore spaces away from the roots themselves, a threshold depth of 30 feet was used as a cutoff for the maximum depth of groundwater that could reasonably be accessed by a GDE within the Basin. Areas within the Basin where depth to groundwater is consistently greater than 30 feet are assumed incapable of supporting non-wetland GDE communities and by extension, any GDEs. In the context of identifying GDEs, this 30-foot depth threshold is conservative and overly inclusive as shallower groundwater is required to support a broader array of healthy GDEs for most plant species.
Projected management changes groundwater 727 elevation, which directly impacts groundwater access for plants. Results indicate that PMA result in a 3.65% increase in potential GDE area to a -2.93% decrease in GDE area, depending on climate change. Without PMA, GDE area may decrease from -8.75% to -25.32%, depending on climate change. Percent change in all scenarios was evaluated with respect to a Fall 2015 baseline. Overall, considering climate uncertainties, results suggest that projected groundwater use with PMA is likely to maintain GDE area consistent with historical levels and thus avoid undesirable results experienced at the 44% area criteria for historical GDEs.","pg 3-16, 3.3.1.1 && pg 3-27, 3.3.1.2 && Table 3-4 ","1. Do they mention impact of groundwater elevation MT on GDEs? Yes
2. Do they mention impact of ISW MT on GDEs? Yes
3. Do they use quantitative data to describe the harm of crossing each of the MT? Yes

",
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,"Within the Basin, the measurable objectives for water quality are established to provide an  indication of desired water quality at levels that are sufficiently protective of beneficial uses and
 users. Measurable objectives are defined on a well-specific basis, with consideration of historical water quality data.
The groundwater quality MOs for nitrate and specific conductivity for wells within the SASb monitoring network, where the concentrations of these constituents of concern historically have been below the maximum thresholds for water quality in recent years, is to continue to maintain concentrations at or below the current range, as measured by long-term trends. For wells where the concentrations of constituents of concern have ever historically exceeded or been equal to the maximum thresholds, the measurable objective is 90% of the maximum threshold.
 Specifically, for nitrate and specific conductivity, the goal will be to meet MOs in a minimum of nine groundwater quality monitoring wells in each of the aquifer layers (which corresponds to about 90% of wells monitored). In addition, no significant increase in long-term trends should be observed in levels for each of the two constituents of concern in more than one groundwater quality monitoring wells in each of the aquifer layers (i.e., approximately 10% of wells in the monitoring network). The proposed MOs for nitrogen and specific conductivity at the selected wells within the Basin are listed in Table 3-6.
","pg. 3-50, 3.4.3
Table 3-6","1. Does the GSP mention Drinking Water Users for water quality MO? No, they mention beneficial users
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? 

No mention of drinking water users within the Meaurable objective section, only mentions effects to beneficial users. Although they don't mention drinking water users but they set MO to a lower level of MCL and MT. 
",
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs? No

",
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",Not Applicable,,,"1. Does the GSP mention Tribes for ISW MO? NA
2. Does the GSP mention Tribes for groundwater elevation MO? NA
3. Does the GSP mention Tribes for ISW MO? NA
4. Do they justify/evaluate the MOs based on Tribal water needs?

",
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",Yes,"Measurable objectives (MOs) are sustainable management targets to reach within the implementation horizon. The clear relationship between Tier 2 GDE likelihood classes based on depth to groundwater and NDVI (Figure 10) suggest that sustainable management criteria for groundwater which maintain groundwater levels within 30 feet of land surface in existing GDE areas will support GDE health. Like the identification of Undesirable Results, MOs for GDE health are based on maintaining or exceeding the average historically observed GDE area proportion and NDVI. GDE MOs for the implementation horizon are summarized as follows: • Tier 1 “Assumed GDE” class remains at 48% or higher (mean of GDE area proportion from 2005- 2019) • Median five-year running June NDVI for the Tier 2 “GDE” class remains at or above 0.07 (average median June NDVI over NAIP period of record evaluated in this study) Stabilization at these levels implies GDE area and plant health consistent with average historical conditions."" Management of GDEs will therefore focus on defining Undesirable Results and setting measurable objectives (MOs) that account for the natural variability in depth to groundwater and surface vegetation composition represented by NDVI across the SASb. The governing philosophy of the proposed management criteria is to avoid previously un-observed conditions (defined by historical variability in groundwater and GDEs) – these criteria are measured in terms of groundwater level and NDVI.
The complexity of the root-water interface challenges measurable and scalable management criteria, thus we assume that above-ground differences in plant health (measured by plant “greenness” discussed below) are a reasonable proxy for unseen, below-ground processes. With all else being equal, greener plants presumably have greater access to groundwater, and drier plants have less access to groundwater.
Management of GDEs will therefore focus on defining Undesirable Results and setting measurable objectives (MOs) that account for the natural variability in depth to groundwater and surface vegetation composition represented by NDVI across the SASb. The governing philosophy of the proposed management criteria is to avoid previously un-observed conditions (defined by historical variability in groundwater and GDEs) – these criteria are measured in terms of groundwater level and NDVI.","pg21, Appendix 3-B","1. Does the GSP mention GDEs for ISW MO? 
2. Does the GSP mention GDEs for groundwater elevation MO? Yes
3. Do they justify/evaluate the MOs based on GDE water needs? Yes

GSP mentions GDEs in relation to measurable objectives with focusing on undesirable resualts using variability in depth to groundwater and surface vegetation composition(NDVI) so they can avoid previously un-observed conditions (defined by historical variability in groundwater and GDEs) – these criteria are measured in terms of groundwater level and NDVI.

",
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"Strategic siting and design of a well network is important to ensure adequate spatial distribution, coverage, and well density. The well network must not only be laterally expansive but also span the vertical dimension and capture different depths of the principal aquifer that require monitoring. Beyond capturing general hydrologic trends, it is especially important to monitor areas within or adjacent to planned GSP projects and management actions at the appropriate temporal frequency, and areas where existing or legacy operations may threaten groundwater quality for beneficial uses and users. Where monitoring wells are not present, statistical methods are used to aid in extrapolating data from existing monitoring sites to the entire Basin.","3-55, 3.5.1","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) 
2. How many WQ RMS were we able to map? (all, some, none) 
3. Of those mapped, was there a well within 1 mile of DACs? 
4.Of those mapped, was there a well within 1 mile of Tribes? 
5. Of those mapped, was there a well within 1 mile of domestic wells?",
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Yes,"The initial list of groundwater level monitoring wells included 167 monitoring wells from: Department of Water Resources (DWR) Omochumne-Hartnell Water District (OHWD) University of California Davis (UCD) Sacramento State University (CSUS) Sacramento County Bureau of Reclamation Sacramento Central Groundwater Authority (SCGA) Historical calibration data in regional hydrologic models (SVSIM and SacIWRM) Aerojet Next, these data were narrowed down by considering the following criteria: At least depth or perforated interval are present, preferably both; Measured water level data are available at least through 2019 (this criterion was relaxed in locations where spatial coverage is lacking); A preference is given to wells with data prior to 2005; and the well has at least five historical measurements. Annual pumping in the Basin exceeds 10,000 acre-feet/year per 100 square miles, and thus, DWR Best Management Practices (CA-DWR, 2017) and Sophocleous (1983) suggest a density of 4  monitoring wells per 100 square miles to collect representative measurements. The surface area of the SASb is 388 square miles, which suggests a need for at least 16 monitoring wells and a lateral coverage of 24.25 square miles per well. The groundwater elevation monitoring network (Figure 3-21) uses 45 monitoring wells and covers 92% of the Basin area according to spatial coverage estimates by Sophocleous (1983). The Basin has one principal aquifer with most groundwater production occurring in the middle Laguna and Mehrten formations (Section 2-2). The monitoring network spans these formations (Figure 3-22) and provides adequate vertical coverage across unconfined, semiconfined, and confined systems. Importantly, monitoring well density is appropriate to extrapolate seasonal groundwater elevation maps to support the shallow well protection analysis, GDE impact analysis, and to monitor seasonal changes in hydraulic gradients that indicate changes in ISW depletion.","3-56, 3.5.2","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described)
2. How many Elevation RMS were we able to map? (all, some, none)
3. Of those mapped, was there a well within 1 mile of DACs?
4.Of those mapped, was there a well within 1 mile of Tribes?
5. Of those mapped, was there a well within 1 mile of domestic wells?",
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Yes,"The Basin has one principal aquifer with most groundwater production occurring in the middle Laguna and Mehrten formations (Section 2-2). The monitoring network spans these formations (Figure 3-22) and provides adequate vertical coverage across unconfined, semiconfined, and confined systems. Importantly, monitoring well density is appropriate to extrapolate seasonal groundwater elevation maps to support the shallow well protection analysis, GDE impact analysis, and to monitor seasonal changes in hydraulic gradients that indicate changes in ISW depletion. && Data gaps to be addressed include obtaining depth (light green) and perforation interval (yellow) at groundwater monitoring wells, adding two stream gauges in the lower Cosumnes River (at dark green boxes) and pairing them with 15-minute interval groundwater data, and adding two 15-minute interval groundwater monitoring sites (at black boxes) to pair with 15-minute stream gauge data. && Data gaps along ISW reaches in the southern Cosumnes River and Sacramento River where 15-minute interval streamflow is available, but 15-minute groundwater elevation is not, will be addressed before the next Plan update by installing high-frequency monitoring sensors at  existing biannually measured wells that will be paired with adjacent stream gauges. &&  The network needs two more stream gauges in the southern reaches of the Cosumnes River both above and below the point where analysis suggests ISW is present (Figure 3-24, green boxes). One stream gauge will be installed near an existing 15-minute interval groundwater monitoring site, and the second should be installed along the Mokelumne River upstream of the Sacramento River Confluence.",Page 3-56 / 3.5.2 && Page 3-67 / 3.5.2 && Page 3-73/ 3.5.2 && Figure 3-24 & Figure 3-27,"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? yes
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no",
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",Somewhat,"NDVI analysis included data from 2009, 2012, 2014, 2016, 2018, and 2020. These 6 years are a sample of water year types and GDE conditions and may not reflect the entire range of natural variation in NDVI across the SASb. SGMA implementation will require the re-calculation of this metric, and over time, a better understanding of the variance in NDVI in Tier two GDE areas will be reached.",Page 22 / appendix 3-B,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? somewhat - very vague mention that NDVI analysis will be recalculated during implementation but no other details",Changed from no to somewhat because bried mention of future NDVI analysis of GDEs
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",Yes,"4.5.1 SAFCA Flood-MARà This project is part of the Sacramento Area Flood Control Agency’s (SAFCA) response to climate driven changes in precipitation patterns and recent advances in meteorological forecasting. Recent research in atmospheric rivers has found that 30-50% of precipitation on the West Coast is due to atmospheric rivers. Using modern forecasting techniques, it is now feasible to more intensively operate flood control reservoirs and structures to capture flood flows and utilize them for various purposes, including groundwater recharge. This project includes modifications to the outlet works of the three largest non-federal dams in the American River Basin so that these facilities can be operated to create reservoir storage space for flood control when extreme atmospheric rivers are forecast to occur in the American Basin. In combination with ongoing improvements to Folsom Dam and the downstream levee system, these modifications will allow the flood system to safely contain floods with a 1-in-500 annual probability of occurrence. To secure the broadest level of public support and funding for these improvements, the SAFCA project also includes measures to conserve water for environmental, agricultural, and urban use. These measures include allowance of conditional storage of wintertime runoff in space normally designated for flood control in Folsom Reservoir; use of the Folsom South Canal and other existing water conveyance facilities to convey this stored water to groundwater infiltration sites for storage in the aquifers underlying the South American and Cosumnes subbasins (Figure 4-5); and use of the stored water to improve flow and temperature conditions along the American and Cosumnes rivers, sustain agricultural productivity in South Sacramento County and meet urban water needs in drought conditions.&&&
Restores depleted groundwater levels up to 35 feet within 15 years and helps advance GSP goals of basin sustainability.  Increases volume of groundwater in storage by approximately 245,000 AF within 10 years, and approximately 450,000 AF in 40 years. Supports and increases riparian and wetland habitat on over 5,000 acres. Supports a variety of special status species, such as Swainson’s Hawk, Sandhill Cranes and Giant Garter Snake. Increases frequency of Cosumnes River instream flows to support fall-run Chinook Salmon.","4-17, 4.5.1.1 
Appendix 4-A
4.4.1.5, pg 4-8","1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment? Yes
3. Are the projects new, on-going or proposed? To be implemented by 2027
4. Are the projects implemented by the GSP or others? Sacramento Area Flood Control Agency’s
5. If others, is the GSP coordinating with the others in implementation? No, they have the stakeholder outreach

The salmon, riparian, wetland will benefit from their near planned project.
",
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,,,"If yes to projects:
1. Are the projects new, on-going or proposed?
2. Are the projects implemented by the GSP or others? 
3. If others, is the GSP coordinating with the others in implementation?
",
